"state_id","calendar_year","first_treat","cohort","treated","event_time","divorce_rate","simulated_y0","simulated_y1","simulated_cohort_effect"
5,1980,1979,"1979 cohort",1,1,5.85091004019578,5.67091004019578,5.85091004019578,0.18
5,1981,1979,"1979 cohort",1,2,5.90073686502446,5.72073686502446,5.90073686502446,0.18
5,1982,1979,"1979 cohort",1,3,5.91772074897454,5.73772074897454,5.91772074897454,0.18
5,1983,1979,"1979 cohort",1,4,5.79444947613786,5.61444947613786,5.79444947613786,0.18
5,1984,1979,"1979 cohort",1,5,5.79463938631971,5.61463938631971,5.79463938631971,0.18
5,1985,1979,"1979 cohort",1,6,5.76127562894702,5.58127562894702,5.76127562894702,0.18
5,1986,1979,"1979 cohort",1,7,5.86297840683575,5.68297840683575,5.86297840683575,0.18
5,1987,1979,"1979 cohort",1,8,5.69128421427564,5.51128421427564,5.69128421427564,0.18
5,1988,1979,"1979 cohort",1,9,5.78179536248254,5.60179536248254,5.78179536248254,0.18
6,1975,1979,"1979 cohort",0,-4,4.77505052211687,4.77505052211687,4.95505052211687,0.18
6,1976,1979,"1979 cohort",0,-3,4.95650740610834,4.95650740610834,5.13650740610834,0.18
6,1977,1979,"1979 cohort",0,-2,4.73111797805055,4.73111797805055,4.91111797805055,0.18
6,1978,1979,"1979 cohort",0,-1,4.67334892353687,4.67334892353687,4.85334892353687,0.18
6,1979,1979,"1979 cohort",1,0,5.02971458165386,4.84971458165386,5.02971458165386,0.18
6,1980,1979,"1979 cohort",1,1,4.95897953125714,4.77897953125714,4.95897953125714,0.18
6,1981,1979,"1979 cohort",1,2,4.90802011542348,4.72802011542348,4.90802011542348,0.18
6,1982,1979,"1979 cohort",1,3,4.88487516285476,4.70487516285476,4.88487516285476,0.18
6,1983,1979,"1979 cohort",1,4,4.98442382170847,4.80442382170847,4.98442382170847,0.18
6,1984,1979,"1979 cohort",1,5,4.89198766328348,4.71198766328348,4.89198766328348,0.18
6,1985,1979,"1979 cohort",1,6,4.86132246683749,4.68132246683749,4.86132246683749,0.18
6,1986,1979,"1979 cohort",1,7,5.00109778243107,4.82109778243107,5.00109778243107,0.18
6,1987,1979,"1979 cohort",1,8,4.92427779146733,4.74427779146733,4.92427779146733,0.18
6,1988,1979,"1979 cohort",1,9,4.71387421467867,4.53387421467867,4.71387421467867,0.18
7,1975,1979,"1979 cohort",0,-4,4.86023190250022,4.86023190250022,5.04023190250022,0.18
7,1976,1979,"1979 cohort",0,-3,4.87695761489394,4.87695761489394,5.05695761489394,0.18
7,1977,1979,"1979 cohort",0,-2,4.70509337022041,4.70509337022041,4.88509337022041,0.18
7,1978,1979,"1979 cohort",0,-1,4.82313131610105,4.82313131610105,5.00313131610105,0.18
7,1979,1979,"1979 cohort",1,0,5.00749257155466,4.82749257155466,5.00749257155466,0.18
7,1980,1979,"1979 cohort",1,1,5.08534285437163,4.90534285437163,5.08534285437163,0.18
7,1981,1979,"1979 cohort",1,2,5.1819676678739,5.0019676678739,5.1819676678739,0.18
7,1982,1979,"1979 cohort",1,3,5.0044343701644,4.8244343701644,5.0044343701644,0.18
7,1983,1979,"1979 cohort",1,4,5.20423299033988,5.02423299033988,5.20423299033988,0.18
7,1984,1979,"1979 cohort",1,5,4.96497349782207,4.78497349782207,4.96497349782207,0.18
7,1985,1979,"1979 cohort",1,6,5.03552659383807,4.85552659383807,5.03552659383807,0.18
7,1986,1979,"1979 cohort",1,7,5.05550809385327,4.87550809385327,5.05550809385327,0.18
7,1987,1979,"1979 cohort",1,8,5.09697241879392,4.91697241879392,5.09697241879392,0.18
7,1988,1979,"1979 cohort",1,9,4.94492402132592,4.76492402132592,4.94492402132592,0.18
8,1975,1979,"1979 cohort",0,-4,5.44586006157108,5.44586006157108,5.62586006157108,0.18
8,1976,1979,"1979 cohort",0,-3,5.40716796697017,5.40716796697017,5.58716796697017,0.18
8,1977,1979,"1979 cohort",0,-2,5.42488658941088,5.42488658941088,5.60488658941088,0.18
8,1978,1979,"1979 cohort",0,-1,5.18054968131357,5.18054968131357,5.36054968131357,0.18
8,1979,1979,"1979 cohort",1,0,5.45727802594608,5.27727802594608,5.45727802594608,0.18
8,1980,1979,"1979 cohort",1,1,5.6052733929919,5.4252733929919,5.6052733929919,0.18
8,1981,1979,"1979 cohort",1,2,5.49815197691066,5.31815197691066,5.49815197691066,0.18
8,1982,1979,"1979 cohort",1,3,5.42766091010067,5.24766091010067,5.42766091010067,0.18
8,1983,1979,"1979 cohort",1,4,5.63618348283526,5.45618348283526,5.63618348283526,0.18
8,1984,1979,"1979 cohort",1,5,5.51648216404938,5.33648216404938,5.51648216404938,0.18
8,1985,1979,"1979 cohort",1,6,5.39180962102382,5.21180962102382,5.39180962102382,0.18
8,1986,1979,"1979 cohort",1,7,5.45635430463209,5.27635430463209,5.45635430463209,0.18
8,1987,1979,"1979 cohort",1,8,5.47203658271057,5.29203658271057,5.47203658271057,0.18
8,1988,1979,"1979 cohort",1,9,5.329538894269,5.149538894269,5.329538894269,0.18
9,1975,1979,"1979 cohort",0,-4,5.10490426953455,5.10490426953455,5.28490426953455,0.18
9,1976,1979,"1979 cohort",0,-3,5.17944659534346,5.17944659534346,5.35944659534346,0.18
9,1977,1979,"1979 cohort",0,-2,5.09227405204278,5.09227405204278,5.27227405204278,0.18
9,1978,1979,"1979 cohort",0,-1,5.05894003697488,5.05894003697488,5.23894003697488,0.18
9,1979,1979,"1979 cohort",1,0,5.21720035386949,5.03720035386949,5.21720035386949,0.18
9,1980,1979,"1979 cohort",1,1,5.39807745254408,5.21807745254408,5.39807745254408,0.18
9,1981,1979,"1979 cohort",1,2,5.26568366988711,5.08568366988711,5.26568366988711,0.18
9,1982,1979,"1979 cohort",1,3,5.24543179683847,5.06543179683847,5.24543179683847,0.18
9,1983,1979,"1979 cohort",1,4,5.20694179773331,5.02694179773331,5.20694179773331,0.18
9,1984,1979,"1979 cohort",1,5,5.25267828359953,5.07267828359953,5.25267828359953,0.18
9,1985,1979,"1979 cohort",1,6,5.15957133040025,4.97957133040025,5.15957133040025,0.18
9,1986,1979,"1979 cohort",1,7,5.18351086976705,5.00351086976705,5.18351086976705,0.18
9,1987,1979,"1979 cohort",1,8,5.02194580237321,4.84194580237321,5.02194580237321,0.18
9,1988,1979,"1979 cohort",1,9,5.03578204419891,4.85578204419891,5.03578204419891,0.18
10,1975,1979,"1979 cohort",0,-4,4.44555305240963,4.44555305240963,4.62555305240963,0.18
10,1976,1979,"1979 cohort",0,-3,4.75424278853152,4.75424278853152,4.93424278853152,0.18
10,1977,1979,"1979 cohort",0,-2,4.5338606136878,4.5338606136878,4.7138606136878,0.18
10,1978,1979,"1979 cohort",0,-1,4.54324037978362,4.54324037978362,4.72324037978362,0.18
10,1979,1979,"1979 cohort",1,0,4.63323216768924,4.45323216768924,4.63323216768924,0.18
10,1980,1979,"1979 cohort",1,1,4.76546984613652,4.58546984613652,4.76546984613652,0.18
10,1981,1979,"1979 cohort",1,2,4.56896090476115,4.38896090476115,4.56896090476115,0.18
10,1982,1979,"1979 cohort",1,3,4.7202878999286,4.5402878999286,4.7202878999286,0.18
10,1983,1979,"1979 cohort",1,4,4.87270244197273,4.69270244197273,4.87270244197273,0.18
10,1984,1979,"1979 cohort",1,5,4.83783162212943,4.65783162212943,4.83783162212943,0.18
10,1985,1979,"1979 cohort",1,6,4.61469659257511,4.43469659257511,4.61469659257511,0.18
10,1986,1979,"1979 cohort",1,7,4.55456851189579,4.37456851189579,4.55456851189579,0.18
10,1987,1979,"1979 cohort",1,8,4.65905098617138,4.47905098617138,4.65905098617138,0.18
10,1988,1979,"1979 cohort",1,9,4.62428023854424,4.44428023854424,4.62428023854424,0.18
11,1975,1982,"1982 cohort",0,-7,4.94086162514522,4.94086162514522,5.24086162514522,0.3
11,1976,1982,"1982 cohort",0,-6,5.18164552049141,5.18164552049141,5.48164552049141,0.3
11,1977,1982,"1982 cohort",0,-5,5.1601195094847,5.1601195094847,5.4601195094847,0.3
11,1978,1982,"1982 cohort",0,-4,5.24147364749592,5.24147364749592,5.54147364749592,0.3
11,1979,1982,"1982 cohort",0,-3,5.1164105680192,5.1164105680192,5.4164105680192,0.3
11,1980,1982,"1982 cohort",0,-2,5.18079700310852,5.18079700310852,5.48079700310852,0.3
11,1981,1982,"1982 cohort",0,-1,5.11719231726561,5.11719231726561,5.41719231726561,0.3
11,1982,1982,"1982 cohort",1,0,5.3171312080921,5.0171312080921,5.3171312080921,0.3
11,1983,1982,"1982 cohort",1,1,5.41373574894426,5.11373574894426,5.41373574894426,0.3
11,1984,1982,"1982 cohort",1,2,5.28601852683108,4.98601852683108,5.28601852683108,0.3
11,1985,1982,"1982 cohort",1,3,5.35519696601604,5.05519696601604,5.35519696601604,0.3
11,1986,1982,"1982 cohort",1,4,5.22576140606922,4.92576140606922,5.22576140606922,0.3
11,1987,1982,"1982 cohort",1,5,5.42488385237366,5.12488385237366,5.42488385237366,0.3
11,1988,1982,"1982 cohort",1,6,5.16358843353821,4.86358843353821,5.16358843353821,0.3
12,1975,1982,"1982 cohort",0,-7,4.6590468712585,4.6590468712585,4.9590468712585,0.3
12,1976,1982,"1982 cohort",0,-6,4.68416332215104,4.68416332215104,4.98416332215104,0.3
12,1977,1982,"1982 cohort",0,-5,4.59661549290002,4.59661549290002,4.89661549290002,0.3
12,1978,1982,"1982 cohort",0,-4,4.49311982970209,4.49311982970209,4.79311982970209,0.3
12,1979,1982,"1982 cohort",0,-3,4.39487643784135,4.39487643784135,4.69487643784135,0.3
12,1980,1982,"1982 cohort",0,-2,4.6273753037712,4.6273753037712,4.9273753037712,0.3
12,1981,1982,"1982 cohort",0,-1,4.67716056265216,4.67716056265216,4.97716056265216,0.3
12,1982,1982,"1982 cohort",1,0,4.80424999362601,4.50424999362601,4.80424999362601,0.3
12,1983,1982,"1982 cohort",1,1,4.8878431419186,4.5878431419186,4.8878431419186,0.3
12,1984,1982,"1982 cohort",1,2,4.86593628578944,4.56593628578944,4.86593628578944,0.3
12,1985,1982,"1982 cohort",1,3,4.80912595386203,4.50912595386203,4.80912595386203,0.3
12,1986,1982,"1982 cohort",1,4,4.75208804465425,4.45208804465425,4.75208804465425,0.3
12,1987,1982,"1982 cohort",1,5,4.85944450126854,4.55944450126854,4.85944450126854,0.3
12,1988,1982,"1982 cohort",1,6,4.7045851321441,4.4045851321441,4.7045851321441,0.3
13,1975,1982,"1982 cohort",0,-7,4.82840425000626,4.82840425000626,5.12840425000626,0.3
13,1976,1982,"1982 cohort",0,-6,5.00825895917768,5.00825895917768,5.30825895917768,0.3
13,1977,1982,"1982 cohort",0,-5,4.98820118282776,4.98820118282776,5.28820118282776,0.3
13,1978,1982,"1982 cohort",0,-4,4.86090182854894,4.86090182854894,5.16090182854894,0.3
13,1979,1982,"1982 cohort",0,-3,4.64517258316774,4.64517258316774,4.94517258316774,0.3
13,1980,1982,"1982 cohort",0,-2,4.83829714397244,4.83829714397244,5.13829714397244,0.3
13,1981,1982,"1982 cohort",0,-1,4.90500509089632,4.90500509089632,5.20500509089632,0.3
13,1982,1982,"1982 cohort",1,0,4.9558026781316,4.6558026781316,4.9558026781316,0.3
13,1983,1982,"1982 cohort",1,1,5.25937708182006,4.95937708182006,5.25937708182006,0.3
13,1984,1982,"1982 cohort",1,2,5.21989526746101,4.91989526746101,5.21989526746101,0.3
13,1985,1982,"1982 cohort",1,3,4.97365270513036,4.67365270513036,4.97365270513036,0.3
13,1986,1982,"1982 cohort",1,4,5.08418469867468,4.78418469867468,5.08418469867468,0.3
13,1987,1982,"1982 cohort",1,5,5.24303392714505,4.94303392714505,5.24303392714505,0.3
13,1988,1982,"1982 cohort",1,6,4.98131419538556,4.68131419538556,4.98131419538556,0.3
14,1975,1982,"1982 cohort",0,-7,4.15981938411285,4.15981938411285,4.45981938411285,0.3
14,1976,1982,"1982 cohort",0,-6,4.27116193442962,4.27116193442962,4.57116193442962,0.3
14,1977,1982,"1982 cohort",0,-5,4.31005758327486,4.31005758327486,4.61005758327486,0.3
14,1978,1982,"1982 cohort",0,-4,4.2947211895742,4.2947211895742,4.5947211895742,0.3
14,1979,1982,"1982 cohort",0,-3,4.16667875741376,4.16667875741376,4.46667875741376,0.3
14,1980,1982,"1982 cohort",0,-2,4.34662371999425,4.34662371999425,4.64662371999425,0.3
14,1981,1982,"1982 cohort",0,-1,4.35316747284167,4.35316747284167,4.65316747284167,0.3
14,1982,1982,"1982 cohort",1,0,4.36938860618717,4.06938860618717,4.36938860618717,0.3
14,1983,1982,"1982 cohort",1,1,4.74592221557334,4.44592221557334,4.74592221557334,0.3
14,1984,1982,"1982 cohort",1,2,4.53159443954175,4.23159443954175,4.53159443954175,0.3
14,1985,1982,"1982 cohort",1,3,4.38546855336627,4.08546855336627,4.38546855336627,0.3
14,1986,1982,"1982 cohort",1,4,4.56216905677287,4.26216905677287,4.56216905677287,0.3
14,1987,1982,"1982 cohort",1,5,4.57302865651453,4.27302865651453,4.57302865651453,0.3
14,1988,1982,"1982 cohort",1,6,4.43315434545174,4.13315434545174,4.43315434545174,0.3
15,1975,1982,"1982 cohort",0,-7,4.90342734693325,4.90342734693325,5.20342734693325,0.3
15,1976,1982,"1982 cohort",0,-6,5.06264187592254,5.06264187592254,5.36264187592254,0.3
15,1977,1982,"1982 cohort",0,-5,4.89610520860721,4.89610520860721,5.19610520860721,0.3
15,1978,1982,"1982 cohort",0,-4,4.75718669571878,4.75718669571878,5.05718669571878,0.3
15,1979,1982,"1982 cohort",0,-3,4.75466467748201,4.75466467748201,5.05466467748201,0.3
15,1980,1982,"1982 cohort",0,-2,4.9154346440831,4.9154346440831,5.2154346440831,0.3
15,1981,1982,"1982 cohort",0,-1,4.74605892659829,4.74605892659829,5.04605892659829,0.3
15,1982,1982,"1982 cohort",1,0,5.18487621433711,4.88487621433711,5.18487621433711,0.3
15,1983,1982,"1982 cohort",1,1,5.22845081804306,4.92845081804306,5.22845081804306,0.3
15,1984,1982,"1982 cohort",1,2,5.25624928494624,4.95624928494624,5.25624928494624,0.3
15,1985,1982,"1982 cohort",1,3,5.1211667520112,4.8211667520112,5.1211667520112,0.3
15,1986,1982,"1982 cohort",1,4,5.06874957705261,4.76874957705261,5.06874957705261,0.3
15,1987,1982,"1982 cohort",1,5,5.15764696852622,4.85764696852622,5.15764696852622,0.3
15,1988,1982,"1982 cohort",1,6,4.8173599866137,4.5173599866137,4.8173599866137,0.3
16,1975,1982,"1982 cohort",0,-7,4.400396333359,4.400396333359,4.700396333359,0.3
16,1976,1982,"1982 cohort",0,-6,4.57757446292395,4.57757446292395,4.87757446292395,0.3
16,1977,1982,"1982 cohort",0,-5,4.40282131673559,4.40282131673559,4.70282131673559,0.3
16,1978,1982,"1982 cohort",0,-4,4.45351816996629,4.45351816996629,4.75351816996629,0.3
16,1979,1982,"1982 cohort",0,-3,4.31960089216764,4.31960089216764,4.61960089216764,0.3
16,1980,1982,"1982 cohort",0,-2,4.51045533832758,4.51045533832758,4.81045533832758,0.3
16,1981,1982,"1982 cohort",0,-1,4.36001506682766,4.36001506682766,4.66001506682766,0.3
16,1982,1982,"1982 cohort",1,0,4.79517836628421,4.49517836628421,4.79517836628421,0.3
16,1983,1982,"1982 cohort",1,1,4.73343135427729,4.43343135427729,4.73343135427729,0.3
16,1984,1982,"1982 cohort",1,2,4.6272987303484,4.3272987303484,4.6272987303484,0.3
16,1985,1982,"1982 cohort",1,3,4.8941204022969,4.5941204022969,4.8941204022969,0.3
16,1986,1982,"1982 cohort",1,4,4.64504893596955,4.34504893596955,4.64504893596955,0.3
16,1987,1982,"1982 cohort",1,5,4.85305652396923,4.55305652396923,4.85305652396923,0.3
16,1988,1982,"1982 cohort",1,6,4.5871456804824,4.2871456804824,4.5871456804824,0.3
17,1975,1982,"1982 cohort",0,-7,5.00975016785993,5.00975016785993,5.30975016785993,0.3
17,1976,1982,"1982 cohort",0,-6,4.91363698509482,4.91363698509482,5.21363698509482,0.3
17,1977,1982,"1982 cohort",0,-5,4.9783031980275,4.9783031980275,5.2783031980275,0.3
17,1978,1982,"1982 cohort",0,-4,4.90413602149944,4.90413602149944,5.20413602149944,0.3
17,1979,1982,"1982 cohort",0,-3,4.920296719127,4.920296719127,5.220296719127,0.3
17,1980,1982,"1982 cohort",0,-2,4.89724340047461,4.89724340047461,5.19724340047461,0.3
17,1981,1982,"1982 cohort",0,-1,4.81314825990843,4.81314825990843,5.11314825990843,0.3
17,1982,1982,"1982 cohort",1,0,5.11925061508486,4.81925061508486,5.11925061508486,0.3
17,1983,1982,"1982 cohort",1,1,5.20210718421073,4.90210718421073,5.20210718421073,0.3
17,1984,1982,"1982 cohort",1,2,5.24231170338105,4.94231170338105,5.24231170338105,0.3
17,1985,1982,"1982 cohort",1,3,5.05011416722379,4.75011416722379,5.05011416722379,0.3
17,1986,1982,"1982 cohort",1,4,5.26270726786914,4.96270726786914,5.26270726786914,0.3
17,1987,1982,"1982 cohort",1,5,5.07062114001611,4.77062114001611,5.07062114001611,0.3
17,1988,1982,"1982 cohort",1,6,5.08289027547877,4.78289027547877,5.08289027547877,0.3
18,1975,1982,"1982 cohort",0,-7,4.95139880699884,4.95139880699884,5.25139880699884,0.3
18,1976,1982,"1982 cohort",0,-6,4.89745299461075,4.89745299461075,5.19745299461075,0.3
18,1977,1982,"1982 cohort",0,-5,4.97224417575084,4.97224417575084,5.27224417575084,0.3
18,1978,1982,"1982 cohort",0,-4,4.8528666311093,4.8528666311093,5.1528666311093,0.3
18,1979,1982,"1982 cohort",0,-3,4.85061669032291,4.85061669032291,5.15061669032291,0.3
18,1980,1982,"1982 cohort",0,-2,4.93496966270609,4.93496966270609,5.23496966270609,0.3
18,1981,1982,"1982 cohort",0,-1,4.8538605444644,4.8538605444644,5.1538605444644,0.3
18,1982,1982,"1982 cohort",1,0,5.23371784651134,4.93371784651134,5.23371784651134,0.3
18,1983,1982,"1982 cohort",1,1,5.20076988402091,4.90076988402091,5.20076988402091,0.3
18,1984,1982,"1982 cohort",1,2,5.16696096597975,4.86696096597975,5.16696096597975,0.3
18,1985,1982,"1982 cohort",1,3,5.19623624018461,4.89623624018461,5.19623624018461,0.3
18,1986,1982,"1982 cohort",1,4,5.09869526988027,4.79869526988027,5.09869526988027,0.3
18,1987,1982,"1982 cohort",1,5,5.33483463565169,5.03483463565169,5.33483463565169,0.3
18,1988,1982,"1982 cohort",1,6,5.13629007793424,4.83629007793424,5.13629007793424,0.3
19,1975,1982,"1982 cohort",0,-7,4.70186232502735,4.70186232502735,5.00186232502735,0.3
19,1976,1982,"1982 cohort",0,-6,4.77590005613929,4.77590005613929,5.07590005613929,0.3
19,1977,1982,"1982 cohort",0,-5,4.57657036488284,4.57657036488284,4.87657036488284,0.3
19,1978,1982,"1982 cohort",0,-4,4.67566557823405,4.67566557823405,4.97566557823405,0.3
19,1979,1982,"1982 cohort",0,-3,4.72730135589851,4.72730135589851,5.02730135589851,0.3
19,1980,1982,"1982 cohort",0,-2,4.67775871600888,4.67775871600888,4.97775871600888,0.3
19,1981,1982,"1982 cohort",0,-1,4.6326933654141,4.6326933654141,4.9326933654141,0.3
19,1982,1982,"1982 cohort",1,0,4.90565289603147,4.60565289603147,4.90565289603147,0.3
19,1983,1982,"1982 cohort",1,1,5.04154096953753,4.74154096953753,5.04154096953753,0.3
19,1984,1982,"1982 cohort",1,2,4.98613803995091,4.68613803995091,4.98613803995091,0.3
19,1985,1982,"1982 cohort",1,3,4.80490298276897,4.50490298276897,4.80490298276897,0.3
19,1986,1982,"1982 cohort",1,4,4.91907861070536,4.61907861070536,4.91907861070536,0.3
19,1987,1982,"1982 cohort",1,5,4.85299889028832,4.55299889028832,4.85299889028832,0.3
19,1988,1982,"1982 cohort",1,6,4.86046711514459,4.56046711514459,4.86046711514459,0.3
20,1975,1982,"1982 cohort",0,-7,5.26044664446208,5.26044664446208,5.56044664446208,0.3
20,1976,1982,"1982 cohort",0,-6,5.24875131497835,5.24875131497835,5.54875131497835,0.3
20,1977,1982,"1982 cohort",0,-5,5.24211250018251,5.24211250018251,5.54211250018251,0.3
20,1978,1982,"1982 cohort",0,-4,5.14781648647556,5.14781648647556,5.44781648647556,0.3
20,1979,1982,"1982 cohort",0,-3,5.05110297787334,5.05110297787334,5.35110297787334,0.3
20,1980,1982,"1982 cohort",0,-2,5.17499298684384,5.17499298684384,5.47499298684384,0.3
20,1981,1982,"1982 cohort",0,-1,5.04178539345048,5.04178539345048,5.34178539345048,0.3
20,1982,1982,"1982 cohort",1,0,5.30698250938087,5.00698250938087,5.30698250938087,0.3
20,1983,1982,"1982 cohort",1,1,5.48528580959525,5.18528580959525,5.48528580959525,0.3
20,1984,1982,"1982 cohort",1,2,5.45064231471781,5.15064231471781,5.45064231471781,0.3
20,1985,1982,"1982 cohort",1,3,5.18168510855821,4.88168510855821,5.18168510855821,0.3
20,1986,1982,"1982 cohort",1,4,5.34594714354812,5.04594714354812,5.34594714354812,0.3
20,1987,1982,"1982 cohort",1,5,5.52195907049299,5.22195907049299,5.52195907049299,0.3
20,1988,1982,"1982 cohort",1,6,5.23858787359857,4.93858787359857,5.23858787359857,0.3
21,1975,0,"Never treated",0,NA,4.87742398777831,4.87742398777831,4.87742398777831,0
21,1976,0,"Never treated",0,NA,4.76879230958316,4.76879230958316,4.76879230958316,0
21,1977,0,"Never treated",0,NA,4.82207698574162,4.82207698574162,4.82207698574162,0
21,1978,0,"Never treated",0,NA,4.79551503948146,4.79551503948146,4.79551503948146,0
21,1979,0,"Never treated",0,NA,4.76381936781269,4.76381936781269,4.76381936781269,0
21,1980,0,"Never treated",0,NA,4.84507693809271,4.84507693809271,4.84507693809271,0
21,1981,0,"Never treated",0,NA,4.70852529280976,4.70852529280976,4.70852529280976,0
