"person_id","education_years","simulated_latent_ability","simulated_service_preference","simulated_principal_stratum","simulated_treatment_effect","simulated_earnings_without_service","simulated_earnings_with_service","scenario","simulated_lottery_order","draft_eligible","served_military","annual_earnings_thousands"
46,12,0.00879023587143584,-0.129969865472138,"Never-taker",-3.5,45.3301624388321,41.8301624388321,"Failure: non-random eligibility",2298,1,0,45.3301624388321
47,10,-1.73827192478897,0.0876909900907391,"Never-taker",-3.5,48.3247665467583,44.8247665467583,"Failure: non-random eligibility",978,1,0,48.3247665467583
48,15,0.00453581564338823,1.16519121263306,"Complier",-5,56.9073375366601,51.9073375366601,"Failure: non-random eligibility",245,1,1,51.9073375366601
49,14,0.348114720278593,-0.201238296447476,"Never-taker",-3.5,44.1703403655483,40.6703403655483,"Failure: non-random eligibility",1441,1,0,44.1703403655483
50,12,0.454845388722574,0.396735002696344,"Complier",-5,49.8026666029274,44.8026666029274,"Failure: non-random eligibility",4594,0,0,49.8026666029274
51,14,1.71247204553242,-1.14421695111665,"Never-taker",-3.5,45.7392423342583,42.2392423342583,"Failure: non-random eligibility",2494,1,0,45.7392423342583
52,15,1.65215334500915,-1.37688319873382,"Never-taker",-3.5,47.7924891017516,44.2924891017516,"Failure: non-random eligibility",3419,0,0,47.7924891017516
53,11,-0.764758159643076,-0.753778371818871,"Never-taker",-3.5,39.8073841606792,36.3073841606792,"Failure: non-random eligibility",2752,0,0,39.8073841606792
54,8,-2.02981742436171,-0.667075236087738,"Never-taker",-3.5,34.1755510075571,30.6755510075571,"Failure: non-random eligibility",867,1,0,34.1755510075571
55,11,-1.07819507321517,-1.69023474536013,"Never-taker",-3.5,34.1172270889912,30.6172270889912,"Failure: non-random eligibility",4084,0,0,34.1172270889912
56,10,-0.816011542068363,-0.720804881750119,"Never-taker",-3.5,35.5807034854553,32.0807034854553,"Failure: non-random eligibility",1081,1,0,35.5807034854553
57,13,-0.20632668024656,-0.841907828035665,"Never-taker",-3.5,41.7988237715966,38.2988237715966,"Failure: non-random eligibility",1425,1,0,41.7988237715966
58,10,-1.01660862708203,-1.17347645196242,"Never-taker",-3.5,31.5338800153499,28.0338800153499,"Failure: non-random eligibility",1106,1,0,31.5338800153499
59,13,0.743630480771689,0.0976746186297322,"Never-taker",-3.5,54.4405371425186,50.9405371425186,"Failure: non-random eligibility",4025,0,0,54.4405371425186
60,18,1.30931056832701,-0.502782470715639,"Never-taker",-3.5,56.1023752451455,52.6023752451455,"Failure: non-random eligibility",3466,0,0,56.1023752451455
61,10,-1.44679758293911,2.3753363309489,"Always-taker",-2,44.5168846403728,42.5168846403728,"Failure: non-random eligibility",327,1,1,42.5168846403728
62,15,0.349748249561776,-0.198846893971727,"Never-taker",-3.5,46.6260138734179,43.1260138734179,"Failure: non-random eligibility",2329,1,0,46.6260138734179
63,11,-0.417132090854326,0.0534778957959957,"Never-taker",-3.5,47.4515304958091,43.9515304958091,"Failure: non-random eligibility",3228,0,0,47.4515304958091
64,10,-1.11253903141294,-1.27753185574522,"Never-taker",-3.5,38.1571291010704,34.6571291010704,"Failure: non-random eligibility",344,1,0,38.1571291010704
65,14,0.637573460056215,0.383655291093923,"Complier",-5,48.0932054039267,43.0932054039267,"Failure: non-random eligibility",3074,0,0,48.0932054039267
66,14,1.28255449311956,-0.150939890346313,"Never-taker",-3.5,55.4465596164652,51.9465596164652,"Failure: non-random eligibility",3441,0,0,55.4465596164652
67,13,0.899754879192479,0.0444178900265412,"Never-taker",-3.5,37.989459477145,34.489459477145,"Failure: non-random eligibility",2989,0,0,37.989459477145
68,13,-0.0973312110885379,0.501886850407789,"Complier",-5,51.4297406913414,46.4297406913414,"Failure: non-random eligibility",1973,1,1,46.4297406913414
69,15,1.22373601542371,0.571390302441587,"Complier",-5,46.1817083733483,41.1817083733483,"Failure: non-random eligibility",3759,0,0,46.1817083733483
70,11,-1.22731878976052,0.833548288695021,"Complier",-5,47.1993686610911,42.1993686610911,"Failure: non-random eligibility",1625,1,1,42.1993686610911
71,14,1.59307487858682,0.698733728709082,"Complier",-5,55.3252299623367,50.3252299623367,"Failure: non-random eligibility",4993,0,0,55.3252299623367
72,14,0.539008937108384,-1.64226329543525,"Never-taker",-3.5,45.050255308612,41.550255308612,"Failure: non-random eligibility",1702,1,0,45.050255308612
73,13,0.34038610184253,-0.258996672015442,"Never-taker",-3.5,42.9891137581262,39.4891137581262,"Failure: non-random eligibility",4555,0,0,42.9891137581262
74,12,-0.086054507127473,-0.605788723806565,"Never-taker",-3.5,45.1286918955735,41.6286918955735,"Failure: non-random eligibility",1768,1,0,45.1286918955735
75,13,0.0383091003009947,0.98164532356926,"Complier",-5,47.8354173362884,42.8354173362884,"Failure: non-random eligibility",569,1,1,42.8354173362884
76,15,1.43381764928602,0.38528021521214,"Complier",-5,54.6447550271368,49.6447550271368,"Failure: non-random eligibility",2717,0,0,54.6447550271368
77,13,0.267849858359776,0.42160104094306,"Complier",-5,46.0713022918735,41.0713022918735,"Failure: non-random eligibility",3065,0,0,46.0713022918735
78,11,-0.369881559059427,1.66050020642132,"Always-taker",-2,44.8624180884724,42.8624180884724,"Failure: non-random eligibility",3923,0,1,42.8624180884724
79,14,-0.193222993854985,-0.933670879541173,"Never-taker",-3.5,45.0440886124422,41.5440886124422,"Failure: non-random eligibility",2187,1,0,45.0440886124422
80,11,1.10686218365242,-0.570044738184399,"Never-taker",-3.5,42.9460692936543,39.4460692936543,"Failure: non-random eligibility",4292,0,0,42.9460692936543
81,12,-0.126395343890272,-1.23130405341414,"Never-taker",-3.5,45.3721538290918,41.8721538290918,"Failure: non-random eligibility",3551,0,0,45.3721538290918
82,8,-2.99553578166588,0.520691349360096,"Complier",-5,34.4804880585589,29.4804880585589,"Failure: non-random eligibility",63,1,1,29.4804880585589
83,11,-2.19055203722079,-0.308777144632468,"Never-taker",-3.5,41.4097265473006,37.9097265473006,"Failure: non-random eligibility",427,1,0,41.4097265473006
84,10,0.189328645634256,2.10217519380172,"Always-taker",-2,48.5719843279373,46.5719843279373,"Failure: non-random eligibility",2364,1,1,46.5719843279373
85,11,-1.5035574151806,-1.73642129954611,"Never-taker",-3.5,35.2697506121777,31.7697506121777,"Failure: non-random eligibility",104,1,0,35.2697506121777
86,11,-0.744459087858497,-0.930293898418387,"Never-taker",-3.5,40.5629541658562,37.0629541658562,"Failure: non-random eligibility",1667,1,0,40.5629541658562
87,10,0.0379758436447578,-1.10647422028332,"Never-taker",-3.5,38.4781502369076,34.9781502369076,"Failure: non-random eligibility",381,1,0,38.4781502369076
88,10,-1.05417557779442,-1.53833718609016,"Never-taker",-3.5,36.6297518146199,33.1297518146199,"Failure: non-random eligibility",1407,1,0,36.6297518146199
89,11,-0.111228077528332,0.22229982612833,"Complier",-5,46.8312748665719,41.8312748665719,"Failure: non-random eligibility",3679,0,0,46.8312748665719
90,13,1.27681249761783,1.16447182668014,"Complier",-5,48.6608767715659,43.6608767715659,"Failure: non-random eligibility",4484,0,0,48.6608767715659
91,11,-2.14449709297432,-0.303192306222283,"Never-taker",-3.5,43.2923161876035,39.7923161876035,"Failure: non-random eligibility",791,1,0,43.2923161876035
92,13,0.42703945643184,0.732920472867502,"Complier",-5,47.3945464315202,42.3945464315202,"Failure: non-random eligibility",1290,1,1,42.3945464315202
93,14,0.359733971179871,-0.510245275449951,"Never-taker",-3.5,48.3096012521689,44.8096012521689,"Failure: non-random eligibility",3520,0,0,48.3096012521689
94,15,1.36045098399678,-2.31759283584579,"Never-taker",-3.5,52.8244315717886,49.3244315717886,"Failure: non-random eligibility",4797,0,0,52.8244315717886
95,11,-1.18827095412511,0.0123973831471798,"Never-taker",-3.5,46.2533845021425,42.7533845021425,"Failure: non-random eligibility",72,1,0,46.2533845021425
96,13,0.59932385680322,-0.657584191390442,"Never-taker",-3.5,48.2385582092001,44.7385582092001,"Failure: non-random eligibility",3156,0,0,48.2385582092001
97,15,1.58597875914098,-0.490972383759372,"Never-taker",-3.5,50.5319893067467,47.0319893067467,"Failure: non-random eligibility",1965,1,0,50.5319893067467
98,11,-0.8225520880444,-1.6525300502478,"Never-taker",-3.5,29.3251891231999,25.8251891231999,"Failure: non-random eligibility",3555,0,0,29.3251891231999
99,15,0.0796799160457678,-0.122501778053768,"Never-taker",-3.5,50.6300198760563,47.1300198760563,"Failure: non-random eligibility",3742,0,0,50.6300198760563
100,12,-0.365673271690672,1.96751333505028,"Always-taker",-2,50.6718157813995,48.6718157813995,"Failure: non-random eligibility",3434,0,1,48.6718157813995
101,15,1.46251250657626,0.225875358321998,"Complier",-5,44.0598782859739,39.0598782859739,"Failure: non-random eligibility",3247,0,0,44.0598782859739
102,12,-0.639779367227906,1.96409896710909,"Always-taker",-2,43.550446052847,41.550446052847,"Failure: non-random eligibility",3340,0,1,41.550446052847
103,12,0.309571913407962,0.976261257213188,"Complier",-5,42.4061450283002,37.4061450283002,"Failure: non-random eligibility",3500,0,0,42.4061450283002
104,11,-0.766133140568282,-0.517774257157847,"Never-taker",-3.5,40.1146579289232,36.6146579289232,"Failure: non-random eligibility",1387,1,0,40.1146579289232
105,14,0.0402674295929347,0.693373904640936,"Complier",-5,52.9414451625814,47.9414451625814,"Failure: non-random eligibility",1701,1,1,47.9414451625814
106,12,-0.73590068078537,-0.937255538913886,"Never-taker",-3.5,37.1810956570626,33.6810956570626,"Failure: non-random eligibility",1918,1,0,37.1810956570626
107,12,-0.0907690428440356,-2.01931063750351,"Never-taker",-3.5,39.7957501914961,36.2957501914961,"Failure: non-random eligibility",3626,0,0,39.7957501914961
108,12,0.780851766601298,-0.34029224098163,"Never-taker",-3.5,45.4902267409307,41.9902267409307,"Failure: non-random eligibility",4083,0,0,45.4902267409307
109,11,-1.45043575718498,-0.238006272650112,"Never-taker",-3.5,34.1719794738658,30.6719794738658,"Failure: non-random eligibility",1553,1,0,34.1719794738658
110,12,-0.896686000008886,0.540424650353781,"Complier",-5,40.6200783335005,35.6200783335005,"Failure: non-random eligibility",365,1,1,35.6200783335005
111,12,1.28981889431341,-1.09485207610494,"Never-taker",-3.5,37.5397907328277,34.0397907328277,"Failure: non-random eligibility",3154,0,0,37.5397907328277
112,14,1.91786057663047,-0.87621046830866,"Never-taker",-3.5,48.704806646869,45.204806646869,"Failure: non-random eligibility",496,1,0,48.704806646869
113,15,2.05031224551468,-0.564879292660628,"Never-taker",-3.5,50.8792687295872,47.3792687295872,"Failure: non-random eligibility",642,1,0,50.8792687295872
114,13,-0.225486314033869,-0.31154559637006,"Never-taker",-3.5,44.1161159246349,40.6161159246349,"Failure: non-random eligibility",2690,0,0,44.1161159246349
115,9,0.0604239500324735,2.99155760448573,"Always-taker",-2,45.2093774664623,43.2093774664623,"Failure: non-random eligibility",1812,1,1,43.2093774664623
116,15,0.0884396159146575,-1.84076278884827,"Never-taker",-3.5,40.4027511041318,36.9027511041318,"Failure: non-random eligibility",4099,0,0,40.4027511041318
117,15,1.60892665039172,-2.29955836269837,"Never-taker",-3.5,49.627308626868,46.127308626868,"Failure: non-random eligibility",2255,1,0,49.627308626868
118,14,0.813222973273354,-0.113662051886431,"Never-taker",-3.5,46.2659150692093,42.7659150692093,"Failure: non-random eligibility",1505,1,0,46.2659150692093
119,12,-0.393124261339365,-0.821357443052116,"Never-taker",-3.5,39.9449080682906,36.4449080682906,"Failure: non-random eligibility",2984,0,0,39.9449080682906
120,13,-0.713857470433955,-0.515424644400738,"Never-taker",-3.5,42.2398272004256,38.7398272004256,"Failure: non-random eligibility",3095,0,0,42.2398272004256
121,14,0.244821496410284,-0.318252644561169,"Never-taker",-3.5,38.9249569646108,35.4249569646108,"Failure: non-random eligibility",3734,0,0,38.9249569646108
122,15,0.851342211993961,0.184046228554237,"Complier",-5,56.2093655382555,51.2093655382555,"Failure: non-random eligibility",2863,0,0,56.2093655382555
123,16,1.08233377431157,-0.455220979141154,"Never-taker",-3.5,46.9644687525581,43.4644687525581,"Failure: non-random eligibility",1149,1,0,46.9644687525581
124,11,0.130093129048573,1.39299402037439,"Always-taker",-2,47.629342847443,45.629342847443,"Failure: non-random eligibility",710,1,1,45.629342847443
125,13,0.785644966996094,0.748904983316431,"Complier",-5,47.4787726134748,42.4787726134748,"Failure: non-random eligibility",3180,0,0,47.4787726134748
126,13,0.680257005793743,0.85756110802842,"Complier",-5,48.4699181272845,43.4699181272845,"Failure: non-random eligibility",4172,0,0,48.4699181272845
127,12,-0.00166241438063,-0.234524736551202,"Never-taker",-3.5,44.366338797104,40.866338797104,"Failure: non-random eligibility",2542,0,0,44.366338797104
128,11,0.166350500396205,0.169257777967711,"Complier",-5,46.4174192363827,41.4174192363827,"Failure: non-random eligibility",2783,0,0,46.4174192363827
129,14,0.912609006180788,0.304988996067171,"Complier",-5,46.3483062751161,41.3483062751161,"Failure: non-random eligibility",1498,1,1,41.3483062751161
130,14,1.27368536130053,2.17955199111732,"Always-taker",-2,51.4086649740531,49.4086649740531,"Failure: non-random eligibility",3978,0,1,49.4086649740531
131,14,0.426386080056544,0.682127843911963,"Complier",-5,50.2924432839775,45.2924432839775,"Failure: non-random eligibility",3433,0,0,50.2924432839775
132,11,-1.25262267335159,0.0952171401369252,"Never-taker",-3.5,40.838523024707,37.338523024707,"Failure: non-random eligibility",612,1,0,40.838523024707
133,12,0.43820962649733,-1.12585158960178,"Never-taker",-3.5,39.1108696256245,35.6108696256245,"Failure: non-random eligibility",4151,0,0,39.1108696256245
134,13,-0.650897681589907,0.895748465561647,"Complier",-5,41.8031945586577,36.8031945586577,"Failure: non-random eligibility",465,1,1,36.8031945586577
135,15,1.0900824544266,-1.41603082425667,"Never-taker",-3.5,53.1605715146115,49.6605715146115,"Failure: non-random eligibility",3927,0,0,53.1605715146115
136,14,0.303706230835128,1.85179415542656,"Always-taker",-2,47.5662098622147,45.5662098622147,"Failure: non-random eligibility",3542,0,1,45.5662098622147
137,14,0.351465070125599,-2.08086321375669,"Never-taker",-3.5,44.1940451829952,40.6940451829952,"Failure: non-random eligibility",3393,0,0,44.1940451829952
138,12,-0.0814500917632822,0.557690786853529,"Complier",-5,42.1476714130803,37.1476714130803,"Failure: non-random eligibility",3838,0,0,42.1476714130803
139,15,0.985049662062562,-1.7623690079371,"Never-taker",-3.5,47.2605190071159,43.7605190071159,"Failure: non-random eligibility",2612,0,0,47.2605190071159
140,15,2.62077737013737,-1.05927168253786,"Never-taker",-3.5,51.5473757505005,48.0473757505005,"Failure: non-random eligibility",4550,0,0,51.5473757505005
141,14,1.12621178999177,0.0676988642013977,"Never-taker",-3.5,42.6737397204261,39.1737397204261,"Failure: non-random eligibility",2104,1,0,42.6737397204261
142,15,2.04328779590388,1.16361530261003,"Complier",-5,48.6869754284229,43.6869754284229,"Failure: non-random eligibility",4072,0,0,48.6869754284229
143,13,1.41784389849845,-0.0392341594625256,"Never-taker",-3.5,42.6912001344786,39.1912001344786,"Failure: non-random eligibility",2795,0,0,42.6912001344786
144,15,1.58884106517538,-0.919134118234163,"Never-taker",-3.5,48.8965528347187,45.3965528347187,"Failure: non-random eligibility",4748,0,0,48.8965528347187
145,15,0.47919463005622,2.2047637472519,"Always-taker",-2,52.1485734426386,50.1485734426386,"Failure: non-random eligibility",2079,1,1,50.1485734426386
146,13,-0.25237119739309,0.398011098643139,"Complier",-5,47.2315686735217,42.2315686735217,"Failure: non-random eligibility",1996,1,1,42.2315686735217
147,11,-0.709902249452947,0.833063303849458,"Complier",-5,44.8788238769234,39.8788238769234,"Failure: non-random eligibility",1302,1,1,39.8788238769234
148,13,0.0518778892661221,0.10900959756841,"Never-taker",-3.5,41.571706921822,38.071706921822,"Failure: non-random eligibility",2387,1,0,41.571706921822
149,13,-0.288921370977408,0.700225420950707,"Complier",-5,45.4463349886614,40.4463349886614,"Failure: non-random eligibility",1501,1,1,40.4463349886614
150,13,0.387981340046484,-0.0635005059889471,"Never-taker",-3.5,45.562630068872,42.062630068872,"Failure: non-random eligibility",4572,0,0,45.562630068872
151,8,-1.20200188347017,0.855148057908177,"Complier",-5,45.8865183578064,40.8865183578064,"Failure: non-random eligibility",442,1,1,40.8865183578064
152,12,-0.670940643987998,0.0938990517562264,"Never-taker",-3.5,45.4901166548958,41.9901166548958,"Failure: non-random eligibility",859,1,0,45.4901166548958
153,12,0.160248970991019,-0.528157027898732,"Never-taker",-3.5,45.2942636352556,41.7942636352556,"Failure: non-random eligibility",3663,0,0,45.2942636352556
154,14,1.09628402286353,1.0225627528093,"Complier",-5,51.0031556472664,46.0031556472664,"Failure: non-random eligibility",3457,0,0,51.0031556472664
155,14,1.24301369907357,1.38744918194289,"Always-taker",-2,54.7776265439495,52.7776265439495,"Failure: non-random eligibility",3622,0,1,52.7776265439495
156,13,-0.282339569610825,2.50216250752179,"Always-taker",-2,48.6905810631255,46.6905810631255,"Failure: non-random eligibility",2504,0,1,46.6905810631255
157,14,1.238631041741,-0.0831308036894288,"Never-taker",-3.5,55.4421983370648,51.9421983370648,"Failure: non-random eligibility",3554,0,0,55.4421983370648
158,11,-0.935534824842693,0.971879918668776,"Complier",-5,46.1727296581098,41.1727296581098,"Failure: non-random eligibility",1534,1,1,41.1727296581098
159,12,-0.886659364289093,0.705596364399411,"Complier",-5,43.8470647638268,38.8470647638268,"Failure: non-random eligibility",1196,1,1,38.8470647638268
160,13,-0.820388503089566,-0.164428623407222,"Never-taker",-3.5,44.0727740362989,40.5727740362989,"Failure: non-random eligibility",2912,0,0,44.0727740362989
161,13,0.401911810455878,-1.90051802158074,"Never-taker",-3.5,42.1278763708837,38.6278763708837,"Failure: non-random eligibility",2423,1,0,42.1278763708837
162,11,0.305069243749337,-0.997916215807391,"Never-taker",-3.5,44.861156300317,41.361156300317,"Failure: non-random eligibility",4120,0,0,44.861156300317
163,14,1.62355608158319,-0.374655692145611,"Never-taker",-3.5,47.9600398977442,44.4600398977442,"Failure: non-random eligibility",4542,0,0,47.9600398977442
164,13,0.981087200681569,0.138500241205865,"Complier",-5,51.0054734403369,46.0054734403369,"Failure: non-random eligibility",2014,1,1,46.0054734403369
165,10,-2.49751426912482,0.305052737261293,"Complier",-5,33.0137830695762,28.0137830695762,"Failure: non-random eligibility",1129,1,1,28.0137830695762
166,13,0.353930862266952,-1.68436197029041,"Never-taker",-3.5,38.8280580514652,35.3280580514652,"Failure: non-random eligibility",4062,0,0,38.8280580514652
167,15,0.408552968552837,-0.37712975583581,"Never-taker",-3.5,50.9724170831179,47.4724170831179,"Failure: non-random eligibility",3358,0,0,50.9724170831179
168,13,0.0208057329031353,-1.45144364154472,"Never-taker",-3.5,41.4517328726036,37.9517328726036,"Failure: non-random eligibility",3119,0,0,41.4517328726036
169,14,-0.142971167779315,-0.381598636349397,"Never-taker",-3.5,46.6316665038241,43.1316665038241,"Failure: non-random eligibility",1210,1,0,46.6316665038241
170,10,-0.952777756859914,2.07379191459164,"Always-taker",-2,48.9743311500057,46.9743311500057,"Failure: non-random eligibility",76,1,1,46.9743311500057
171,13,0.266403378025868,0.0208194746279746,"Never-taker",-3.5,38.5781822206516,35.0781822206516,"Failure: non-random eligibility",3382,0,0,38.5781822206516
172,11,-1.0980472118315,2.00423741910185,"Always-taker",-2,50.7421830097749,48.7421830097749,"Failure: non-random eligibility",111,1,1,48.7421830097749
173,10,-2.16880679879151,2.15147169324122,"Always-taker",-2,39.8570625400385,37.8570625400385,"Failure: non-random eligibility",2096,1,1,37.8570625400385
174,15,1.77415486910175,-1.01837052384295,"Never-taker",-3.5,56.2917390454384,52.7917390454384,"Failure: non-random eligibility",2973,0,0,56.2917390454384
175,11,-1.79137655796311,0.548978370814845,"Complier",-5,42.5487041945849,37.5487041945849,"Failure: non-random eligibility",2687,0,0,42.5487041945849
176,12,-0.764556467311331,2.22332235971132,"Always-taker",-2,44.0694305856419,42.0694305856419,"Failure: non-random eligibility",1759,1,1,42.0694305856419
177,9,-2.14301320842219,0.517821098135601,"Complier",-5,36.6801915504632,31.6801915504632,"Failure: non-random eligibility",55,1,1,31.6801915504632
178,12,-0.457733028860733,-0.349259195223592,"Never-taker",-3.5,34.3181534075083,30.8181534075083,"Failure: non-random eligibility",4288,0,0,34.3181534075083
179,16,2.92854805888534,0.969791037710383,"Complier",-5,63.1778122680752,58.1778122680752,"Failure: non-random eligibility",4810,0,0,63.1778122680752
180,13,0.100684456350076,1.17828543710519,"Complier",-5,47.9922941777199,42.9922941777199,"Failure: non-random eligibility",2111,1,1,42.9922941777199
181,16,1.42691839567205,-0.761075792600856,"Never-taker",-3.5,49.9184005327088,46.4184005327088,"Failure: non-random eligibility",2738,0,0,49.9184005327088
182,13,0.109983566218757,-0.174690039543273,"Never-taker",-3.5,42.1224843167333,38.6224843167333,"Failure: non-random eligibility",2698,0,0,42.1224843167333
183,14,1.05839489981458,-1.16838704716814,"Never-taker",-3.5,47.3318199095011,43.8318199095011,"Failure: non-random eligibility",1930,1,0,47.3318199095011
