"pupil_id","school_id","female","disadvantaged","baseline_score","parental_education_years","simulated_parental_affluence","simulated_latent_motivation","simulated_y0","simulated_y1","simulated_individual_effect","assigned_small_class","received_small_class","end_school_year_score"
36,1,1,0,53.6251155208875,8.51692974068388,-1.12600746495127,0.500019822935793,55.3069203527902,59.3069203527902,4,1,1,59.3069203527902
37,1,1,0,49.8529084131436,11.0172064067714,0.838284601928164,0.65331937617175,44.4286774299651,48.4286774299651,4,0,0,44.4286774299651
38,1,1,0,50.7405840686844,17.369105831274,0.681257072393128,-0.953569199716757,54.0697650721588,58.0697650721588,4,1,1,58.0697650721588
39,1,0,0,56.2530864167686,12.679230431718,-0.152505258049644,-0.699558043038247,53.4695570739014,57.4695570739014,4,1,1,57.4695570739014
40,1,0,1,59.0764321584064,15.8255479416323,-0.353124714507979,2.09274827126667,60.304437541822,64.304437541822,4,1,1,64.304437541822
41,1,0,0,58.7657201922929,14.2930289555628,1.09987016888985,1.34947075570499,65.5573434753617,69.5573434753617,4,0,0,65.5573434753617
42,1,0,0,40.4122945714804,14.6479393226779,1.162596198372,0.55878511748386,53.5470853392131,57.5470853392131,4,0,0,53.5470853392131
43,1,0,1,46.7633757655249,13.6592803248593,-0.706745643350759,-0.7309009067289,36.4896995327931,40.4896995327931,4,1,1,40.4896995327931
44,1,1,0,42.7956962262081,10.8515398765096,-0.895417683714639,-1.21690341006864,37.3230109536307,41.3230109536307,4,0,0,37.3230109536307
45,1,1,0,65.6196754397597,11.6182440277503,-0.610012359595319,0.8916423373578,55.4498452830446,59.4498452830446,4,0,0,55.4498452830446
46,1,0,1,42.4000430429238,13.7191258082969,0.964720451318715,0.860770045464608,40.7837114302451,44.7837114302451,4,1,1,44.7837114302451
47,1,1,0,49.5232553424082,9.64480607686106,-0.353662657194934,-0.528264715425158,40.6481149368752,44.6481149368752,4,0,0,40.6481149368752
48,1,1,1,38.6413726302876,8.98543564357065,-0.169627580080166,-2.01498980766575,34.979891232275,38.979891232275,4,0,0,34.979891232275
49,1,0,0,49.7834838124391,10.5074979983137,-0.306830784573548,-1.24881398901812,37.6446122587828,41.6446122587828,4,1,1,41.6446122587828
50,1,1,1,39.9795839730403,13.0958047066569,0.972344214185044,0.913595964798428,44.7421076131665,48.7421076131665,4,1,1,48.7421076131665
51,1,1,0,52.6335232763738,14.52511711463,0.496969730734116,-0.942699982090566,55.714726210646,59.714726210646,4,0,0,55.714726210646
52,1,0,1,39.3857214928,10.8785848721941,1.05000032353721,0.774126616673738,38.2378412700183,42.2378412700183,4,0,0,38.2378412700183
53,1,0,1,50.3974332422141,9.49334395282784,0.569761156046847,0.190527531130374,46.8027391720841,50.8027391720841,4,1,1,50.8027391720841
54,1,1,1,37.0685742572156,11.7319237763348,-1.98606741942498,0.644966608863849,38.2324181160011,42.2324181160011,4,0,0,38.2324181160011
55,1,1,0,57.3778659920102,15.6959739620319,1.37407197059728,0.124877911545529,64.1289560009625,68.1289560009625,4,1,1,68.1289560009625
56,1,1,1,37.2848212701661,14.7798926113467,0.52401558488819,-0.948408699743859,46.8203820196041,50.8203820196041,4,1,1,50.8203820196041
57,1,1,0,42.5811412241369,11.214304041751,0.427918161154498,-2.02646847124822,49.3887199557919,53.3887199557919,4,1,1,53.3887199557919
58,1,0,0,50.1728162028157,14.9434385856671,0.102960290931206,-1.10464256535404,48.7589277737499,52.7589277737499,4,1,1,52.7589277737499
59,1,1,0,44.1019729071221,14.4959333616418,-0.0679053163214445,-1.68926729814276,42.0317454558615,46.0317454558615,4,0,0,42.0317454558615
60,1,1,1,53.9075680303256,13.3011208738511,0.661630313459946,0.399847351913981,56.6171205127726,60.6171205127726,4,0,0,56.6171205127726
61,1,0,1,43.6484069946418,9.20592323298711,-1.57195312958406,-0.412202525203103,30.2308013241373,34.2308013241373,4,0,0,30.2308013241373
62,1,0,0,53.1147097150541,12.1746960344693,-0.047556145528383,-0.184497391117468,48.2652167670468,52.2652167670468,4,1,1,52.2652167670468
63,1,1,0,58.6611688581983,10.5162100322777,-0.54295704943944,-0.014550885023486,54.7603130082321,58.7603130082321,4,0,0,54.7603130082321
64,1,1,0,50.2890583168099,12.0742509656227,0.121568321033577,-0.165516722768232,49.2231388048888,53.2231388048888,4,1,1,53.2231388048888
65,1,0,0,45.6217354193741,10.2260400479475,-0.686675141534132,-1.15121492929106,37.5401156303814,41.5401156303814,4,0,0,37.5401156303814
66,1,1,0,46.0947830295655,9.22067107411216,-0.200617913973957,-1.17675469894341,37.6833251769043,41.6833251769043,4,0,0,37.6833251769043
67,1,0,0,72.4648009818872,12.8593362618852,1.62246726954865,-0.0851369666985342,66.1528779675329,70.1528779675329,4,0,0,66.1528779675329
68,1,0,1,46.9688820651306,12.0270628740073,-2.03501470612313,1.38654929310286,44.1042208209491,48.1042208209491,4,0,0,44.1042208209491
69,1,1,0,48.3547253221339,14.2042060070565,1.25524500001243,-1.80212944063033,55.3784621888825,59.3784621888825,4,1,1,59.3784621888825
70,1,0,0,70.8921308248169,11.1052724629753,1.96258212154031,2.61952824938133,74.5920250763644,78.5920250763644,4,1,1,78.5920250763644
71,1,0,0,56.0146296823356,10.3134114798363,0.324716053213801,0.00185733645350809,51.6668644195507,55.6668644195507,4,1,1,55.6668644195507
72,1,0,1,50.1525522679993,12.0729511949965,-0.781115552392024,1.75686322458008,45.3652332169768,49.3652332169768,4,0,0,45.3652332169768
73,1,1,1,59.8595040470684,10.87934793919,-0.662703908939945,0.697599071461995,46.3196785627884,50.3196785627884,4,1,1,50.3196785627884
74,1,1,1,52.4473401474697,15.3994753599648,0.415815380686828,0.447178001904635,57.6011384033588,61.6011384033588,4,0,0,57.6011384033588
75,1,0,0,51.2362175204968,18.7639115011106,2.00908157660428,0.217601755310266,58.2621183922523,62.2621183922523,4,1,1,62.2621183922523
76,1,0,1,44.8057888732038,10.2099620683902,-0.498161026173971,1.97362898057356,35.9468594350752,39.9468594350752,4,1,1,39.9468594350752
77,1,1,1,46.7025414427117,16.694677324838,-0.0432064126339964,0.5126649244493,48.4096186754989,52.4096186754989,4,0,0,48.4096186754989
78,1,1,0,42.1487325768382,11.9091750067075,-0.335829464311726,0.347783108979114,44.4463169935108,48.4463169935108,4,0,0,44.4463169935108
79,1,1,1,43.9035065517551,10.8716058979559,-1.42421238732226,0.066369284403532,39.4334073873104,43.4334073873104,4,0,0,39.4334073873104
80,1,1,1,39.6175217779761,9.66696418918098,-0.717304955675039,0.786147519979964,33.6160383000433,37.6160383000433,4,1,1,37.6160383000433
81,1,0,1,44.8298491568708,9.08511526719617,0.267632726986748,-0.958790802498252,42.1867495013216,46.1867495013216,4,0,0,42.1867495013216
82,1,1,0,43.0761371160123,12.9754312121644,-0.428419984120942,-0.606947021501185,35.1578267821023,39.1578267821023,4,0,0,35.1578267821023
83,1,0,0,48.4137079423793,12.4982668800358,0.394804287331838,0.739040007290487,53.1538052617984,57.1538052617984,4,1,1,57.1538052617984
84,1,1,1,53.2220730639968,14.4650110051864,0.750763236019658,0.589785467316336,57.9910793489942,61.9910793489942,4,0,0,57.9910793489942
85,1,0,0,54.1021013873445,12.4126678341958,1.31444375459247,-0.593357641131238,54.6792639680086,58.6792639680086,4,0,0,54.6792639680086
86,1,1,0,48.1254824272556,12.7689280203087,0.40258780258722,0.608902679916287,52.7560058417089,56.7560058417089,4,1,1,56.7560058417089
87,1,1,0,45.8461422132839,11.1357629761061,-0.696445651961224,0.368428475848145,51.6105926098807,55.6105926098807,4,1,1,55.6105926098807
88,1,0,0,41.2539080184675,12.5895873405631,0.0415273724808803,-1.19847450681107,45.8803619228337,49.8803619228337,4,1,1,49.8803619228337
89,1,0,0,43.6259276490627,14.788677845975,0.512951100258878,-0.20107549221952,47.5703913642123,51.5703913642123,4,1,1,51.5703913642123
90,1,1,1,55.0924619535605,9.95682565906327,-0.132239042208065,0.387877814870306,46.0080196376429,50.0080196376429,4,0,0,46.0080196376429
91,1,1,1,45.2571842508921,9.67621497157136,-0.315416005179075,-1.85763306238811,46.135565983272,50.135565983272,4,1,1,50.135565983272
92,1,1,0,54.46994672261,13.9791805263479,0.641791268505942,-0.952499006488767,51.8098352427064,55.8098352427064,4,0,0,51.8098352427064
93,1,1,1,40.0127603403189,14.160034387409,-0.278100570242809,-1.84908756839405,40.4770281055247,44.4770281055247,4,1,1,44.4770281055247
94,1,0,0,48.6712342246558,9.35861269843351,0.110016692171528,0.555451566250896,40.2909870435203,44.2909870435203,4,0,0,40.2909870435203
95,1,1,0,54.1128236962474,11.4142605992482,0.491918422049628,-0.945666587091251,49.4078982531436,53.4078982531436,4,0,0,49.4078982531436
96,1,1,1,32.3066282470603,14.3189219289365,0.37565291714739,-1.58604285217138,32.3925652191159,36.3925652191159,4,0,0,32.3925652191159
97,1,1,0,65.5429637824604,19.0719437340114,1.82929881075171,-0.234397515434298,68.776011595127,72.776011595127,4,1,1,72.776011595127
98,1,1,1,42.0160838411523,8.59280091407496,0.979568944441043,-1.08520127724579,46.9445302334331,50.9445302334331,4,1,1,50.9445302334331
99,1,1,1,40.978627429661,9.86226476430836,0.11887382804882,-0.577061195239242,43.0405035436713,47.0405035436713,4,0,0,43.0405035436713
100,1,0,1,42.9101793506909,9.46560015812193,-1.17055693405801,0.987325998940853,40.3199612438559,44.3199612438559,4,0,0,40.3199612438559
101,1,1,0,36.2060857522893,13.8076641623591,0.320762767102413,-1.44340415835612,40.4170199361254,44.4170199361254,4,0,0,40.4170199361254
102,1,1,0,48.9611781534598,14.141716358994,1.12024060677157,-0.385633664413558,48.0119039794169,52.0119039794169,4,1,1,52.0119039794169
103,1,1,0,42.7254418464396,8.073832681442,-2.01004444057757,1.31779193477609,30.5632347940234,34.5632347940234,4,0,0,30.5632347940234
104,1,0,0,57.8896734449377,12.7302745642683,-0.460016827308522,0.334612610403231,55.999922930825,59.999922930825,4,0,0,55.999922930825
105,1,0,1,53.9509611345106,10.64917700197,0.245256305503085,0.0775448706706994,45.657455814319,49.657455814319,4,1,1,49.657455814319
106,1,0,1,40.609970946207,7.60140033141955,-1.11638022126577,-0.353047175644872,32.3716467013307,36.3716467013307,4,1,1,36.3716467013307
107,1,0,0,52.6375010271637,9.74572721566629,-1.43627089146044,1.60558533828707,45.207629037548,49.207629037548,4,0,0,45.207629037548
108,1,1,0,45.9705753203424,8.23881859860935,-2.64877084017845,-0.154804810231006,32.0587407456525,36.0587407456525,4,0,0,32.0587407456525
109,1,0,1,35.2329191703307,8.38728741857908,-2.13016019629982,0.671036039203149,39.8306081396031,43.8306081396031,4,1,1,43.8306081396031
110,1,1,1,43.0224593160748,14.5029082759001,1.68830299342405,0.295509831740383,47.1388697391633,51.1388697391633,4,0,0,47.1388697391633
111,1,0,1,53.6596324444114,10.1034404424521,0.946131422617903,0.610213919265675,52.3089274396052,56.3089274396052,4,0,0,52.3089274396052
112,1,0,0,59.7763545984463,13.707643624497,0.215407057125686,0.0544494387131298,56.3954955557083,60.3954955557083,4,0,0,56.3954955557083
113,1,1,0,66.0052886293452,12.5210883215611,-0.283120528786401,0.19894974098208,53.9343002437888,57.9343002437888,4,0,0,53.9343002437888
114,1,0,0,43.2130819041837,8.23794564658439,-2.66506366773107,-2.2822768574061,32.2151950892286,36.2151950892286,4,1,1,36.2151950892286
115,1,0,0,51.3435696153929,8.35796605643195,-0.759666989963732,0.995219983113008,44.5988666906324,48.5988666906324,4,1,1,48.5988666906324
116,1,0,1,46.8026580210189,13.3360580617832,1.37747112687792,-0.697645947149218,46.4384139366839,50.4384139366839,4,0,0,46.4384139366839
117,1,1,0,42.8176860834896,8.1468511954452,-1.6521789402745,-0.171023079812693,36.1528314774442,40.1528314774442,4,1,1,40.1528314774442
118,1,0,0,55.4008495924094,12.2513907901954,0.494376563516108,0.211861125818431,50.8875939929711,54.8875939929711,4,1,1,54.8875939929711
119,1,0,0,61.9980609324966,12.2379605257816,-1.40044583307902,-0.833826870546866,46.2721374653324,50.2721374653324,4,1,1,50.2721374653324
120,1,0,1,39.1863297337266,9.05763089257331,-2.00797571678184,0.677851033210019,34.3655321264184,38.3655321264184,4,0,0,34.3655321264184
121,1,0,0,54.2199581151363,11.2193896512937,-0.651618507575194,-1.0565696141854,47.1993286646082,51.1993286646082,4,0,0,47.1993286646082
122,1,1,1,47.7213857927255,12.7920897516899,2.06311039583542,0.821808308045253,47.3428840367239,51.3428840367239,4,1,1,51.3428840367239
123,1,1,1,52.1387159315473,12.6759841641595,0.888663738231978,0.937000272501556,51.3915675486143,55.3915675486143,4,0,0,51.3915675486143
124,1,0,0,55.4570484352191,10.1401462670508,0.0705556750704697,1.23032855360972,56.9139408251821,60.9139408251821,4,0,0,56.9139408251821
125,1,1,0,50.7363398096266,9.39982620431888,0.443075768637346,1.10869257293942,54.9300665046578,58.9300665046578,4,1,1,58.9300665046578
126,1,0,1,42.465291322943,11.5542970110076,0.882850033388907,0.843601028244806,44.0752449374015,48.0752449374015,4,0,0,44.0752449374015
127,1,1,0,53.2835114904995,12.8608260089561,1.27453126462695,0.0939433336526087,60.6187256656474,64.6187256656474,4,0,0,60.6187256656474
128,1,0,1,55.8891382700819,13.1311650007529,0.974109722134147,-0.369786037575863,55.2801784097014,59.2801784097014,4,1,1,59.2801784097014
129,1,1,0,41.0501197067912,12.8433929471652,1.91709806296778,-1.59309917091114,42.3177040764285,46.3177040764285,4,0,0,42.3177040764285
130,1,0,0,50.6839818455719,10.6414169020628,-0.0297165079652466,-0.209669314002291,44.0188381161459,48.0188381161459,4,1,1,48.0188381161459
131,1,1,0,56.0221154727769,11.9561770236786,1.01375392744281,0.718344758269549,55.5131524267435,59.5131524267435,4,1,1,59.5131524267435
132,1,1,0,50.4975259610104,12.0000322612617,-1.17657976424846,1.15226200942573,51.821367543698,55.821367543698,4,1,1,55.821367543698
133,1,1,1,46.8602782960255,13.2131234904505,0.24244013259584,-0.455708378118597,45.8709380434219,49.8709380434219,4,1,1,49.8709380434219
134,1,1,1,55.2629216471198,13.7730633220809,0.570442579611573,-0.430146735973639,56.6542018091107,60.6542018091107,4,0,0,56.6542018091107
135,1,1,0,43.4481063661778,11.8202623695194,0.140513467057253,0.151779353514812,50.4383022930808,54.4383022930808,4,1,1,54.4383022930808
136,1,1,0,47.0974079541544,14.0574851139365,1.14840862077435,-0.179412462606072,48.5802257625989,52.5802257625989,4,0,0,48.5802257625989
137,1,0,0,33.4596879390964,11.1368498589512,-0.644231800596788,-0.105427500488229,30.3295023247827,34.3295023247827,4,0,0,30.3295023247827
138,1,1,0,45.5278977941714,10.817653296068,-0.45854258116503,0.273982230909531,41.9356768158772,45.9356768158772,4,1,1,45.9356768158772
139,1,0,1,53.0370326610936,11.6843439658251,-0.821702991424295,1.50928308983635,54.1422841441094,58.1422841441094,4,1,1,58.1422841441094
140,1,0,1,42.6850593172819,10.4076369052676,-0.0207280786910345,-0.613492552383867,38.1289410671559,42.1289410671559,4,1,1,42.1289410671559
141,1,0,0,57.1552543192464,12.2318165767563,0.157772284910772,1.89622435338863,61.8513852167662,65.8513852167662,4,1,1,65.8513852167662
142,1,1,0,44.9710092272463,12.5227824312369,-0.925897008299349,0.693808206546366,39.0273939679372,43.0273939679372,4,0,0,39.0273939679372
143,1,1,0,41.6502513918584,11.2006783456948,-0.0709203975246668,-0.338094003065545,36.3007663806971,40.3007663806971,4,1,1,40.3007663806971
144,1,1,1,50.4414357909828,12.3359570091975,0.125367405652816,0.307994713590073,50.4102782960556,54.4102782960556,4,1,1,54.4102782960556
145,1,0,1,56.5231079603667,11.5867899442461,-0.2612285661677,0.0299406552549652,53.5819820680449,57.5819820680449,4,1,1,57.5819820680449
146,1,1,1,55.9918323476613,12.8892852650729,2.06575913070665,-0.31385329349232,64.6150468654714,68.6150468654714,4,1,1,68.6150468654714
147,1,0,1,45.3272606147738,11.2634635684908,0.756107554328141,-1.80263626919445,40.5723371775481,44.5723371775481,4,1,1,44.5723371775481
148,1,0,1,38.8633818504078,11.9113035652838,-2.17569481519636,-0.840568588518631,34.2767720165382,38.2767720165382,4,0,0,34.2767720165382
149,1,1,0,46.0809472823124,12.0031698416122,0.305478190948244,-0.847464222754909,50.1271034536571,54.1271034536571,4,0,0,50.1271034536571
150,1,0,0,45.8938110949358,11.9153737875945,0.453735881000479,-1.66881128400618,42.086120714361,46.086120714361,4,0,0,42.086120714361
151,1,1,1,38.2210353288966,14.0374348656703,-1.59152503542032,-0.225570500151325,38.6881240164707,42.6881240164707,4,0,0,38.6881240164707
152,1,0,1,40.4912656874821,6.68465448780659,-0.86143078036996,-0.615211826006992,28.601961171333,32.601961171333,4,1,1,32.601961171333
153,1,0,0,53.4964272855925,13.4486985297406,-1.54653137934963,-1.21259475674014,43.8541009491739,47.8541009491739,4,1,1,47.8541009491739
154,1,0,1,52.5703773708134,9.91334818256409,0.211317620563787,1.82400008503581,48.6594409929663,52.6594409929663,4,0,0,48.6594409929663
155,1,1,0,50.4997199802759,11.5279015520157,1.07640212756262,-0.0898954925329204,49.2221228727113,53.2221228727113,4,1,1,53.2221228727113
156,1,1,1,55.038102457409,12.4014163984207,-0.408998585688987,-1.00730692987104,42.0611123550297,46.0611123550297,4,0,0,42.0611123550297
157,1,1,1,32.0224494323889,12.4211634192132,-0.191421769909816,-0.303457843320656,38.2121183340184,42.2121183340184,4,1,1,42.2121183340184
158,1,0,1,45.0605064635038,13.0694228686355,0.202862703791459,0.547796020049913,43.796512006251,47.796512006251,4,1,1,47.796512006251
159,1,0,0,47.0618260306019,14.3724338015991,0.60345577127694,-0.503981100671242,48.1799204666453,52.1799204666453,4,1,1,52.1799204666453
160,1,0,0,46.0685894749008,11.6902468066034,-0.0301129533722995,-0.867547478514046,50.6910171573761,54.6910171573761,4,0,0,50.6910171573761
161,1,0,0,71.546007029014,17.2266147865978,0.683632285828773,2.65117904425251,73.1657472320779,77.1657472320779,4,1,1,77.1657472320779
162,1,1,0,37.648883229241,11.4145671328154,-1.76323985129205,-1.07910769005027,37.987138589159,41.987138589159,4,0,0,37.987138589159
163,1,0,0,41.2051750283512,15.3400854130464,0.91603905949687,-0.975663695732281,47.4204733064957,51.4204733064957,4,0,0,47.4204733064957
164,1,1,1,50.8562143014693,13.5403683282896,0.6864081910753,0.627151917193335,44.597127592557,48.597127592557,4,1,1,48.597127592557
165,1,1,0,52.6451505816258,14.1515908597045,-0.884188008001814,-0.275990784028647,49.9009953032277,53.9009953032277,4,0,0,49.9009953032277
166,1,0,0,64.2516132503225,10.6774290388408,0.626633259944787,-1.02839880910423,60.9621586939365,64.9621586939365,4,1,1,64.9621586939365
167,1,1,1,43.245050480907,9.92242462222232,-1.66146169650995,-0.616122308274273,38.959757424634,42.959757424634,4,1,1,42.959757424634
168,1,0,0,39.0515861633678,14.6227945148222,1.54756659276617,-0.968293410433513,47.2068412708384,51.2068412708384,4,0,0,47.2068412708384
169,1,1,0,46.1435619309853,7.7278516556367,-0.211577783350558,-0.532743593519241,32.6368048709385,36.6368048709385,4,0,0,32.6368048709385
170,1,0,0,44.1943444801012,12.0244939507965,0.767497003771681,-2.06081166075097,36.8308677802751,40.8308677802751,4,0,0,36.8308677802751
171,1,0,0,51.8689475872244,10.7002617553018,-0.92859310695619,-0.0793935872056008,40.0934378775251,44.0934378775251,4,0,0,40.0934378775251
172,1,1,0,44.0878945892775,10.088553835533,0.495954243432008,-1.12684722653456,43.3506074515745,47.3506074515745,4,0,0,43.3506074515745
173,1,0,0,51.7002456436494,15.4512718808359,1.08292261309178,0.22406324609538,56.3224619332119,60.3224619332119,4,1,1,60.3224619332119
174,1,1,1,49.5456047061328,14.8817719979028,0.472345983277446,1.21713593478515,53.6958864219194,57.6958864219194,4,0,0,53.6958864219194
175,1,0,1,47.7541760933458,10.8321804695911,0.308437997779935,-0.240052972792683,44.6811990432902,48.6811990432902,4,1,1,48.6811990432902
176,1,0,0,46.5241574489798,14.2146194961994,1.11059452099678,0.522804646229282,55.9851260999529,59.9851260999529,4,0,0,55.9851260999529
177,1,1,1,56.5299052101789,11.0626464812479,0.53087207090941,0.858671575680844,56.9973579883616,60.9973579883616,4,1,1,60.9973579883616
178,1,0,0,51.2837473497634,15.8775395360771,0.0213518669461291,-0.136297777303494,57.9691010942024,61.9691010942024,4,0,0,57.9691010942024
179,1,0,1,48.035314161066,12.0107308755388,0.0544410394888199,-0.339066634951169,39.4060506155744,43.4060506155744,4,1,1,43.4060506155744
180,1,1,0,53.5576072003431,13.6465947957382,-1.2699648279808,-1.37041492690007,43.8515894803664,47.8515894803664,4,0,0,43.8515894803664
181,1,0,0,69.1957430656402,11.4063586508067,0.491796532467754,0.0345259717972781,63.1107142325502,67.1107142325502,4,1,1,67.1107142325502
182,1,0,0,54.887446823181,15.3696469871168,1.21674070998069,0.0999720677222011,64.3856657567868,68.3856657567868,4,0,0,64.3856657567868
183,1,1,0,53.3811750463745,13.1358387945308,-1.11739811666168,1.61881230958093,51.7014210042889,55.7014210042889,4,1,1,55.7014210042889
184,1,0,1,46.6148056589991,15.2100692556491,0.551030325461379,-0.379190800564344,48.5663577472566,52.5663577472566,4,0,0,48.5663577472566
185,1,1,0,67.939328988146,12.5667769881092,1.57081859825838,1.44558532911862,65.7491472373005,69.7491472373005,4,1,1,69.7491472373005
186,1,0,0,52.8496573557187,8.21925342126049,-0.883669682977995,-0.930269841085612,42.1178122082389,46.1178122082389,4,0,0,42.1178122082389
187,1,1,0,48.7217635510581,12.7051918426069,-0.52965296207757,0.914165790225225,46.2320276928341,50.2320276928341,4,0,0,46.2320276928341
188,1,1,0,53.3572948974683,10.1727320663867,0.619186991721948,-0.611139705624746,50.3646667857679,54.3646667857679,4,0,0,50.3646667857679
189,1,1,0,49.5388728205261,16.2884337165181,0.65400483971531,1.20134958143915,57.4960475010318,61.4960475010318,4,0,0,57.4960475010318
190,1,1,1,43.5979317542929,11.1955050156396,0.600904238051745,-0.936631432438493,42.0333237120868,46.0333237120868,4,0,0,42.0333237120868
191,1,1,0,55.5888443380333,11.1666851421628,-1.27049604579704,1.65047786965343,55.0781064191803,59.0781064191803,4,0,0,55.0781064191803
192,1,1,0,56.2542557486751,11.6365149584511,-0.697760517779289,1.58428688683054,46.9779903373143,50.9779903373143,4,0,0,46.9779903373143
193,1,1,0,41.0688998336796,11.2582492166112,0.979620570950201,-1.08939349393297,44.1224834626665,48.1224834626665,4,1,1,48.1224834626665
194,1,0,0,52.9709817640823,12.6483352606599,-0.581166118754606,-0.956550109324866,48.3928194102503,52.3928194102503,4,1,1,52.3928194102503
195,1,0,1,62.1739147958809,7.97619981954079,0.0922366923149605,2.13028934438102,51.0783447444327,55.0783447444327,4,0,0,51.0783447444327
