"scenario","date","period","post_treatment","observed_accident_rate","untreated_accident_rate","true_policy_effect","concurrent_policy_effect","forecasted_counterfactual","prediction_interval_lower","prediction_interval_upper","estimated_effect","effect_interval_lower","effect_interval_upper"
"Ideal: stable untreated process",2019-12-01,24,FALSE,10.5378391396818,10.5378391396818,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2020-01-01,25,FALSE,10.7666354838395,10.7666354838395,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2020-02-01,26,FALSE,11.2720270765387,11.2720270765387,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2020-03-01,27,FALSE,11.1215520528716,11.1215520528716,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2020-04-01,28,FALSE,10.8074653251278,10.8074653251278,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2020-05-01,29,FALSE,10.4635254750078,10.4635254750078,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2020-06-01,30,FALSE,10.4819328290009,10.4819328290009,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2020-07-01,31,FALSE,10.1352758918895,10.1352758918895,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2020-08-01,32,FALSE,9.94711214615616,9.94711214615616,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2020-09-01,33,FALSE,10.2340742147806,10.2340742147806,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2020-10-01,34,FALSE,10.2784433132311,10.2784433132311,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2020-11-01,35,FALSE,10.395964377962,10.395964377962,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2020-12-01,36,FALSE,10.6950142996331,10.6950142996331,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2021-01-01,37,FALSE,10.8956245789087,10.8956245789087,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2021-02-01,38,FALSE,10.8029454641108,10.8029454641108,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2021-03-01,39,FALSE,10.8549903221606,10.8549903221606,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2021-04-01,40,FALSE,10.5273148957775,10.5273148957775,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2021-05-01,41,FALSE,10.318726525087,10.318726525087,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2021-06-01,42,FALSE,9.79150212555514,9.79150212555514,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2021-07-01,43,FALSE,9.3675624059293,9.3675624059293,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2021-08-01,44,FALSE,9.29470202883373,9.29470202883373,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2021-09-01,45,FALSE,9.7119228179622,9.7119228179622,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2021-10-01,46,FALSE,10.0586890150094,10.0586890150094,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2021-11-01,47,FALSE,10.0689336903512,10.0689336903512,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2021-12-01,48,FALSE,10.4141790305859,10.4141790305859,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2022-01-01,49,FALSE,10.8253497881127,10.8253497881127,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2022-02-01,50,FALSE,10.6959013217621,10.6959013217621,0,0,NA,NA,NA,NA,NA,NA
"Ideal: stable untreated process",2022-03-01,51,TRUE,10.2518778104276,10.8518778104276,-0.6,0,10.623553173755,10.2794017293371,10.9677046181729,-0.371675363327416,-0.715826807745343,-0.0275239189094892
"Ideal: stable untreated process",2022-04-01,52,TRUE,9.66017983405704,10.560179834057,-0.9,0,10.4262932881128,10.0381061133184,10.8144804629072,-0.76611345405575,-1.15430062885019,-0.377926279261312
"Ideal: stable untreated process",2022-05-01,53,TRUE,8.95043345469804,10.150433454698,-1.2,0,10.1571415928586,9.75780451349619,10.5564786722209,-1.20670813816053,-1.6060452175229,-0.807371058798151
"Ideal: stable untreated process",2022-06-01,54,TRUE,8.33639442623369,9.83639442623369,-1.5,0,9.88713253882236,9.48481306770366,10.2894520099411,-1.55073811258867,-1.95305758370738,-1.14841864146997
"Ideal: stable untreated process",2022-07-01,55,TRUE,8.05300029761288,9.65300029761288,-1.6,0,9.68687865883261,9.28375095965555,10.0900063580097,-1.63387836121973,-2.03700606039679,-1.23075066204267
"Ideal: stable untreated process",2022-08-01,56,TRUE,8.20653352493636,9.90653352493636,-1.7,0,9.60796161013521,9.20461412602199,10.0113090942484,-1.40142808519886,-1.80477556931208,-0.998080601085635
"Ideal: stable untreated process",2022-09-01,57,TRUE,7.91930773228983,9.71930773228983,-1.8,0,9.66927351278321,9.26586620606434,10.0726808195021,-1.74996578049338,-2.15337308721225,-1.34655847377452
"Ideal: stable untreated process",2022-10-01,58,TRUE,7.88986702096794,9.68986702096794,-1.8,0,9.85203966789788,9.44861607413375,10.255463261662,-1.96217264692994,-2.36559624069406,-1.55874905316581
"Ideal: stable untreated process",2022-11-01,59,TRUE,7.9824965199426,9.8824965199426,-1.9,0,10.1048934965124,9.701465468203,10.5083215248219,-2.12239697656984,-2.52582500487928,-1.7189689482604
"Ideal: stable untreated process",2022-12-01,60,TRUE,8.08468881813158,10.0846888181316,-2,0,10.3576632750663,9.95423403932119,10.7610925108114,-2.27297445693474,-2.67640369267986,-1.86954522118961
"Failure: additional policy from June 2022",2018-01-01,1,FALSE,11.2077229046466,11.2077229046466,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2018-02-01,2,FALSE,11.2193989189826,11.2193989189826,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2018-03-01,3,FALSE,11.1910385248236,11.1910385248236,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2018-04-01,4,FALSE,10.8092365042228,10.8092365042228,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2018-05-01,5,FALSE,10.6051294050021,10.6051294050021,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2018-06-01,6,FALSE,10.6198402287331,10.6198402287331,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2018-07-01,7,FALSE,9.96774762242177,9.96774762242177,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2018-08-01,8,FALSE,10.0681177200655,10.0681177200655,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2018-09-01,9,FALSE,10.2894230660583,10.2894230660583,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2018-10-01,10,FALSE,10.1822683232626,10.1822683232626,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2018-11-01,11,FALSE,10.4362598886615,10.4362598886615,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2018-12-01,12,FALSE,10.6239374354429,10.6239374354429,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2019-01-01,13,FALSE,10.8204400845821,10.8204400845821,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2019-02-01,14,FALSE,10.8673237504354,10.8673237504354,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2019-03-01,15,FALSE,10.512738860997,10.512738860997,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2019-04-01,16,FALSE,10.5129974692979,10.5129974692979,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2019-05-01,17,FALSE,10.1525842839708,10.1525842839708,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2019-06-01,18,FALSE,10.1800279939579,10.1800279939579,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2019-07-01,19,FALSE,10.0694302877583,10.0694302877583,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2019-08-01,20,FALSE,9.975288449287,9.975288449287,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2019-09-01,21,FALSE,9.96100193464033,9.96100193464033,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2019-10-01,22,FALSE,10.2456862087625,10.2456862087625,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2019-11-01,23,FALSE,10.1132261135855,10.1132261135855,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2019-12-01,24,FALSE,10.5378391396818,10.5378391396818,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2020-01-01,25,FALSE,10.7666354838395,10.7666354838395,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2020-02-01,26,FALSE,11.2720270765387,11.2720270765387,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2020-03-01,27,FALSE,11.1215520528716,11.1215520528716,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2020-04-01,28,FALSE,10.8074653251278,10.8074653251278,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2020-05-01,29,FALSE,10.4635254750078,10.4635254750078,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2020-06-01,30,FALSE,10.4819328290009,10.4819328290009,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2020-07-01,31,FALSE,10.1352758918895,10.1352758918895,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2020-08-01,32,FALSE,9.94711214615616,9.94711214615616,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2020-09-01,33,FALSE,10.2340742147806,10.2340742147806,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2020-10-01,34,FALSE,10.2784433132311,10.2784433132311,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2020-11-01,35,FALSE,10.395964377962,10.395964377962,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2020-12-01,36,FALSE,10.6950142996331,10.6950142996331,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2021-01-01,37,FALSE,10.8956245789087,10.8956245789087,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2021-02-01,38,FALSE,10.8029454641108,10.8029454641108,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2021-03-01,39,FALSE,10.8549903221606,10.8549903221606,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2021-04-01,40,FALSE,10.5273148957775,10.5273148957775,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2021-05-01,41,FALSE,10.318726525087,10.318726525087,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2021-06-01,42,FALSE,9.79150212555514,9.79150212555514,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2021-07-01,43,FALSE,9.3675624059293,9.3675624059293,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2021-08-01,44,FALSE,9.29470202883373,9.29470202883373,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2021-09-01,45,FALSE,9.7119228179622,9.7119228179622,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2021-10-01,46,FALSE,10.0586890150094,10.0586890150094,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2021-11-01,47,FALSE,10.0689336903512,10.0689336903512,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2021-12-01,48,FALSE,10.4141790305859,10.4141790305859,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2022-01-01,49,FALSE,10.8253497881127,10.8253497881127,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2022-02-01,50,FALSE,10.6959013217621,10.6959013217621,0,0,NA,NA,NA,NA,NA,NA
"Failure: additional policy from June 2022",2022-03-01,51,TRUE,10.2518778104276,10.8518778104276,-0.6,0,10.623553173755,10.2794017293371,10.9677046181729,-0.371675363327416,-0.715826807745343,-0.0275239189094892
"Failure: additional policy from June 2022",2022-04-01,52,TRUE,9.66017983405704,10.560179834057,-0.9,0,10.4262932881128,10.0381061133184,10.8144804629072,-0.76611345405575,-1.15430062885019,-0.377926279261312
"Failure: additional policy from June 2022",2022-05-01,53,TRUE,8.95043345469804,10.150433454698,-1.2,0,10.1571415928586,9.75780451349619,10.5564786722209,-1.20670813816053,-1.6060452175229,-0.807371058798151
"Failure: additional policy from June 2022",2022-06-01,54,TRUE,7.33639442623369,9.83639442623369,-1.5,-1,9.88713253882236,9.48481306770366,10.2894520099411,-2.55073811258867,-2.95305758370738,-2.14841864146997
"Failure: additional policy from June 2022",2022-07-01,55,TRUE,7.05300029761288,9.65300029761288,-1.6,-1,9.68687865883261,9.28375095965555,10.0900063580097,-2.63387836121973,-3.03700606039679,-2.23075066204267
"Failure: additional policy from June 2022",2022-08-01,56,TRUE,7.20653352493636,9.90653352493636,-1.7,-1,9.60796161013521,9.20461412602199,10.0113090942484,-2.40142808519886,-2.80477556931208,-1.99808060108563
"Failure: additional policy from June 2022",2022-09-01,57,TRUE,6.91930773228983,9.71930773228983,-1.8,-1,9.66927351278321,9.26586620606434,10.0726808195021,-2.74996578049338,-3.15337308721225,-2.34655847377452
"Failure: additional policy from June 2022",2022-10-01,58,TRUE,6.88986702096794,9.68986702096794,-1.8,-1,9.85203966789788,9.44861607413375,10.255463261662,-2.96217264692994,-3.36559624069406,-2.55874905316581
"Failure: additional policy from June 2022",2022-11-01,59,TRUE,6.9824965199426,9.8824965199426,-1.9,-1,10.1048934965124,9.701465468203,10.5083215248219,-3.12239697656984,-3.52582500487928,-2.7189689482604
"Failure: additional policy from June 2022",2022-12-01,60,TRUE,7.08468881813158,10.0846888181316,-2,-1,10.3576632750663,9.95423403932119,10.7610925108114,-3.27297445693474,-3.67640369267986,-2.86954522118961
