"candidate_id","simulated_true_test_score","simulated_latent_motivation","simulated_outcome_without_scholarship","simulated_outcome_with_scholarship","simulated_scholarship_effect","scenario","recorded_test_score","manipulated_score","received_scholarship","later_academic_score"
13,1.84708024607971,2.29360516065513,91.0286709855569,95.0286709855569,4,"Failure: manipulation near cutoff",1.84708024607971,0,1,95.0286709855569
14,-0.0551713479217142,-1.03571797578067,72.9577593576357,76.9577593576357,4,"Failure: manipulation near cutoff",-0.0551713479217142,0,0,72.9577593576357
15,-0.132243927801028,-1.32689706546003,74.0668788389441,78.0668788389441,4,"Failure: manipulation near cutoff",-0.132243927801028,0,0,74.0668788389441
16,1.08121039695106,-1.48214778485419,81.3102279572316,85.3102279572316,4,"Failure: manipulation near cutoff",1.08121039695106,0,1,85.3102279572316
17,0.0590226636268198,1.33050483805345,79.3290030714828,83.3290030714828,4,"Failure: manipulation near cutoff",0.0590226636268198,0,1,83.3290030714828
18,-0.625640864018351,-2.93541443129174,67.4867031227791,71.4867031227791,4,"Failure: manipulation near cutoff",-0.625640864018351,0,0,67.4867031227791
19,0.945393301080912,0.818847103644253,82.376926241088,86.376926241088,4,"Failure: manipulation near cutoff",0.945393301080912,0,1,86.376926241088
20,-0.526150580262765,0.579641898982061,75.6007182527862,79.6007182527862,4,"Failure: manipulation near cutoff",-0.526150580262765,0,0,75.6007182527862
21,-1.4709542656783,-1.97816694645412,61.4754202261945,65.4754202261944,4,"Failure: manipulation near cutoff",-1.4709542656783,0,0,61.4754202261945
22,2.32772552524693,0.52278359778488,94.9222641316252,98.9222641316252,4,"Failure: manipulation near cutoff",2.32772552524693,0,1,98.9222641316252
23,1.22434712131508,-0.109966315913318,84.979433759702,88.979433759702,4,"Failure: manipulation near cutoff",1.22434712131508,0,1,88.979433759702
24,-2.3791809740942,1.21790700115975,64.3245416758947,68.3245416758947,4,"Failure: manipulation near cutoff",-2.3791809740942,0,0,64.3245416758947
25,2.23712073871866,0.616723285409849,89.1634375227955,93.1634375227955,4,"Failure: manipulation near cutoff",2.23712073871866,0,1,93.1634375227955
26,0.916519339662045,-2.0321604598394,74.047182718826,78.047182718826,4,"Failure: manipulation near cutoff",0.916519339662045,0,1,78.047182718826
27,-2.45974364108406,-2.69795457136477,61.3886574462811,65.3886574462811,4,"Failure: manipulation near cutoff",-2.45974364108406,0,0,61.3886574462811
28,-0.0506063597276807,-0.736104062347461,72.3179489720216,76.3179489720216,4,"Failure: manipulation near cutoff",-0.0506063597276807,0,0,72.3179489720216
29,-1.91596268909052,-0.0635128234452557,57.3770203935573,61.3770203935573,4,"Failure: manipulation near cutoff",-1.91596268909052,0,0,57.3770203935573
30,1.04352380614728,1.36927013029491,88.8743616112112,92.8743616112112,4,"Failure: manipulation near cutoff",1.04352380614728,0,1,92.8743616112112
31,-0.55303773842752,-0.440815614085249,76.7952396523144,80.7952396523144,4,"Failure: manipulation near cutoff",-0.55303773842752,0,0,76.7952396523144
32,-0.0904898380395025,0.60001856564893,77.1143093429185,81.1143093429185,4,"Failure: manipulation near cutoff",0.0309492789395154,1,1,81.1143093429185
33,-1.64031823514961,-1.2955237503243,57.6218643123366,61.6218643123366,4,"Failure: manipulation near cutoff",-1.64031823514961,0,0,57.6218643123366
34,-1.37139142956585,0.0388714196698951,68.7399407625989,72.7399407625989,4,"Failure: manipulation near cutoff",-1.37139142956585,0,0,68.7399407625989
35,-1.35662994114682,0.475063819419409,70.5753993571858,74.5753993571858,4,"Failure: manipulation near cutoff",-1.35662994114682,0,0,70.5753993571858
36,-1.20051979552954,0.396161250686494,64.2297204763919,68.2297204763919,4,"Failure: manipulation near cutoff",-1.20051979552954,0,0,64.2297204763919
37,0.0783364160452038,0.247098770955403,78.5443155871943,82.5443155871943,4,"Failure: manipulation near cutoff",0.0783364160452038,0,1,82.5443155871943
38,1.97589690098539,1.30620992918444,94.1146860886046,98.1146860886046,4,"Failure: manipulation near cutoff",1.97589690098539,0,1,98.1146860886046
39,-0.436973554315045,-0.479652566372475,75.149586557726,79.149586557726,4,"Failure: manipulation near cutoff",-0.436973554315045,0,0,75.149586557726
40,-1.24868838116527,0.380665986689688,75.8296548627757,79.8296548627757,4,"Failure: manipulation near cutoff",-1.24868838116527,0,0,75.8296548627757
41,1.52268318110146,-1.27421629369188,84.4938181266551,88.4938181266551,4,"Failure: manipulation near cutoff",1.52268318110146,0,1,88.4938181266551
42,1.02287534507923,0.696357339254965,75.6837716858612,79.6837716858612,4,"Failure: manipulation near cutoff",1.02287534507923,0,1,79.6837716858612
43,-1.27612646552734,-1.92415086370946,64.7864636253854,68.7864636253854,4,"Failure: manipulation near cutoff",-1.27612646552734,0,0,64.7864636253854
44,-2.29412515764125,-0.251651041654297,69.0751029850652,73.0751029850652,4,"Failure: manipulation near cutoff",-2.29412515764125,0,0,69.0751029850652
45,1.71322126989253,1.9609518544243,93.1997387522958,97.1997387522958,4,"Failure: manipulation near cutoff",1.71322126989253,0,1,97.1997387522958
46,-1.74107250175439,0.779302100443935,69.9866720205478,73.9866720205478,4,"Failure: manipulation near cutoff",-1.74107250175439,0,0,69.9866720205478
47,-1.75235715229064,0.556773482022327,62.6144487428032,66.6144487428032,4,"Failure: manipulation near cutoff",-1.75235715229064,0,0,62.6144487428032
48,-1.64573669317178,0.0349036681168465,72.070577016014,76.070577016014,4,"Failure: manipulation near cutoff",-1.64573669317178,0,0,72.070577016014
49,-0.216358765028417,0.0661721544637335,71.8486752310499,75.8486752310499,4,"Failure: manipulation near cutoff",-0.216358765028417,0,0,71.8486752310499
50,-2.04663223819807,-1.36038668376143,61.6864506320791,65.6864506320791,4,"Failure: manipulation near cutoff",-2.04663223819807,0,0,61.6864506320791
51,-0.442872494459152,-0.389781892327364,76.8440702417131,80.8440702417131,4,"Failure: manipulation near cutoff",-0.442872494459152,0,0,76.8440702417131
52,0.26033295202069,0.246981393064097,75.2145101777311,79.2145101777311,4,"Failure: manipulation near cutoff",0.26033295202069,0,1,79.2145101777311
53,1.47162263514474,0.919722042133151,81.7546664826995,85.7546664826995,4,"Failure: manipulation near cutoff",1.47162263514474,0,1,85.7546664826995
54,0.335424685617909,1.5452550667039,80.9072889472782,84.9072889472782,4,"Failure: manipulation near cutoff",0.335424685617909,0,1,84.9072889472782
55,2.08094101282768,-0.983312695604506,82.7479477606408,86.7479477606408,4,"Failure: manipulation near cutoff",2.08094101282768,0,1,86.7479477606408
56,1.14262845134363,0.590720762938008,84.9555677184734,88.9555677184734,4,"Failure: manipulation near cutoff",1.14262845134363,0,1,88.9555677184734
57,-0.303236744366586,-2.97526691809832,64.0910441432487,68.0910441432487,4,"Failure: manipulation near cutoff",-0.303236744366586,0,0,64.0910441432487
58,-2.31610925169662,-0.138486623386633,67.3220800109864,71.3220800109864,4,"Failure: manipulation near cutoff",-2.31610925169662,0,0,67.3220800109864
59,1.46078579127789,0.219664676367919,83.9272410077504,87.9272410077504,4,"Failure: manipulation near cutoff",1.46078579127789,0,1,87.9272410077504
60,2.33423838624731,0.256209582279409,87.2488928988981,91.2488928988981,4,"Failure: manipulation near cutoff",2.33423838624731,0,1,91.2488928988981
61,-1.86268551042303,0.409148807095891,72.2175618482199,76.2175618482199,4,"Failure: manipulation near cutoff",-1.86268551042303,0,0,72.2175618482199
62,2.37480065203272,0.985141601452108,93.1978255638541,97.1978255638541,4,"Failure: manipulation near cutoff",2.37480065203272,0,1,97.1978255638541
63,-0.510352734709159,0.820809173244254,76.9269639687509,80.9269639687509,4,"Failure: manipulation near cutoff",-0.510352734709159,0,0,76.9269639687509
64,-0.993284620344639,0.487459260109607,72.1190620983151,76.1190620983151,4,"Failure: manipulation near cutoff",-0.993284620344639,0,0,72.1190620983151
65,1.47730218246579,-1.34480256928756,84.9763364661477,88.9763364661477,4,"Failure: manipulation near cutoff",1.47730218246579,0,1,88.9763364661477
66,0.779614781495184,1.12155533615406,81.2196012683352,85.2196012683352,4,"Failure: manipulation near cutoff",0.779614781495184,0,1,85.2196012683352
67,-1.65876242215745,0.11956244608774,65.5680096871145,69.5680096871145,4,"Failure: manipulation near cutoff",-1.65876242215745,0,0,65.5680096871145
68,-0.939101260155439,-0.355934331818654,72.2479751734707,76.2479751734707,4,"Failure: manipulation near cutoff",-0.939101260155439,0,0,72.2479751734707
69,1.99150644126348,-0.470858780184872,85.7112224370774,89.7112224370774,4,"Failure: manipulation near cutoff",1.99150644126348,0,1,89.7112224370774
70,-0.855662850663066,-1.04629657044734,69.0152424421852,73.0152424421852,4,"Failure: manipulation near cutoff",-0.855662850663066,0,0,69.0152424421852
71,1.40513738850132,-1.67156125257682,85.3266240789464,89.3266240789464,4,"Failure: manipulation near cutoff",1.40513738850132,0,1,89.3266240789464
72,-0.713349042925984,0.725038690219779,72.5825422074914,76.5825422074914,4,"Failure: manipulation near cutoff",-0.713349042925984,0,0,72.5825422074914
73,1.52974851662293,-0.694418165384373,80.6877167070022,84.6877167070022,4,"Failure: manipulation near cutoff",1.52974851662293,0,1,84.6877167070022
74,-1.87403214280494,-0.107161502505669,63.8426306167176,67.8426306167176,4,"Failure: manipulation near cutoff",-1.87403214280494,0,0,63.8426306167176
75,-0.691542600980029,0.361557609577382,71.5825080693302,75.5825080693302,4,"Failure: manipulation near cutoff",-0.691542600980029,0,0,71.5825080693302
76,-0.216323494678363,0.349314603703519,79.7418524001459,83.7418524001459,4,"Failure: manipulation near cutoff",-0.216323494678363,0,0,79.7418524001459
77,-1.13157711690292,0.242195641942038,71.6908994791741,75.6908994791741,4,"Failure: manipulation near cutoff",-1.13157711690292,0,0,71.6908994791741
78,0.657251828815788,0.574560464870829,81.6716661215341,85.6716661215341,4,"Failure: manipulation near cutoff",0.657251828815788,0,1,85.6716661215341
79,-0.652367802103981,1.19997354843355,72.2207389119932,76.2207389119932,4,"Failure: manipulation near cutoff",-0.652367802103981,0,0,72.2207389119932
80,-1.99065829743631,-0.790735696581927,62.5066222233397,66.5066222233397,4,"Failure: manipulation near cutoff",-1.99065829743631,0,0,62.5066222233397
81,0.209055020241067,0.204032837031746,78.3958587682927,82.3958587682927,4,"Failure: manipulation near cutoff",0.209055020241067,0,1,82.3958587682927
82,-1.63697523530573,0.766425329665154,70.2015780357529,74.2015780357529,4,"Failure: manipulation near cutoff",-1.63697523530573,0,0,70.2015780357529
83,-0.970898544183001,-0.656842559179537,71.2107212404984,75.2107212404984,4,"Failure: manipulation near cutoff",-0.970898544183001,0,0,71.2107212404984
84,-0.427728554932401,-1.08801371954354,75.0333640221698,79.0333640221698,4,"Failure: manipulation near cutoff",-0.427728554932401,0,0,75.0333640221698
85,0.323764773784205,0.357992800469862,75.8342057906054,79.8342057906054,4,"Failure: manipulation near cutoff",0.323764773784205,0,1,79.8342057906054
86,-1.8374514055904,0.813012221384865,67.9365104289626,71.9365104289626,4,"Failure: manipulation near cutoff",-1.8374514055904,0,0,67.9365104289626
87,0.337300562532619,-0.178057780511924,78.7784010771398,82.7784010771398,4,"Failure: manipulation near cutoff",0.337300562532619,0,1,82.7784010771398
88,0.772412089863792,-0.0148295451323465,88.2336299361244,92.2336299361244,4,"Failure: manipulation near cutoff",0.772412089863792,0,1,92.2336299361244
89,1.27284007496201,-0.315113678425714,89.9316168969744,93.9316168969744,4,"Failure: manipulation near cutoff",1.27284007496201,0,1,93.9316168969744
90,-0.490648857085034,-1.1504432800845,73.4610776242156,77.4610776242156,4,"Failure: manipulation near cutoff",-0.490648857085034,0,0,73.4610776242156
91,0.699094742303714,-1.0186285095274,76.0630200339153,80.0630200339153,4,"Failure: manipulation near cutoff",0.699094742303714,0,1,80.0630200339153
92,-2.20781959942542,0.207080402511632,66.675872224708,70.675872224708,4,"Failure: manipulation near cutoff",-2.20781959942542,0,0,66.675872224708
93,1.12235025502741,2.17726759803073,86.6548921625819,90.6548921625819,4,"Failure: manipulation near cutoff",1.12235025502741,0,1,90.6548921625819
94,2.38791670533828,-1.96549378169664,92.9245941541535,96.9245941541535,4,"Failure: manipulation near cutoff",2.38791670533828,0,1,96.9245941541535
95,2.06113585853018,1.00501183384093,95.2765813966481,99.2765813966481,4,"Failure: manipulation near cutoff",2.06113585853018,0,1,99.2765813966481
96,2.13261448894627,1.19022758566006,87.4502267925106,91.4502267925106,4,"Failure: manipulation near cutoff",2.13261448894627,0,1,91.4502267925106
97,-0.390359967714176,0.398421929714835,75.039445667055,79.039445667055,4,"Failure: manipulation near cutoff",-0.390359967714176,0,0,75.039445667055
98,1.58138707396574,0.877241404801523,88.3721229308525,92.3721229308525,4,"Failure: manipulation near cutoff",1.58138707396574,0,1,92.3721229308525
99,0.188442459329963,-1.28950214770264,76.4261354991665,80.4261354991665,4,"Failure: manipulation near cutoff",0.188442459329963,0,1,80.4261354991665
100,-1.43940478214063,1.4810727554593,73.387328292464,77.387328292464,4,"Failure: manipulation near cutoff",-1.43940478214063,0,0,73.387328292464
101,0.0648206158075482,-1.76290708042392,70.1762170093355,74.1762170093355,4,"Failure: manipulation near cutoff",0.0648206158075482,0,1,74.1762170093355
102,-2.16073591727763,-0.620217612304357,61.2866152774236,65.2866152774236,4,"Failure: manipulation near cutoff",-2.16073591727763,0,0,61.2866152774236
103,1.4737352647353,0.588941312009339,85.3573515235897,89.3573515235897,4,"Failure: manipulation near cutoff",1.4737352647353,0,1,89.3573515235897
104,1.7369295086246,0.882061724489394,92.476202831616,96.476202831616,4,"Failure: manipulation near cutoff",1.7369295086246,0,1,96.476202831616
105,-1.52091694646515,1.46764977339934,70.9064266119076,74.9064266119076,4,"Failure: manipulation near cutoff",-1.52091694646515,0,0,70.9064266119076
106,-2.4814469832927,-1.2697364071473,62.5273664628386,66.5273664628386,4,"Failure: manipulation near cutoff",-2.4814469832927,0,0,62.5273664628386
107,-1.31864634575322,0.245617594725535,69.5439637886509,73.5439637886509,4,"Failure: manipulation near cutoff",-1.31864634575322,0,0,69.5439637886509
108,-2.48742060619406,0.178926475320305,63.0746964383908,67.0746964383908,4,"Failure: manipulation near cutoff",-2.48742060619406,0,0,63.0746964383908
109,-1.81738969287835,-2.38102085774821,58.6292432270121,62.6292432270121,4,"Failure: manipulation near cutoff",-1.81738969287835,0,0,58.6292432270121
110,-1.39304827549495,-0.0602163119309144,69.3705391883927,73.3705391883927,4,"Failure: manipulation near cutoff",-1.39304827549495,0,0,69.3705391883927
111,0.444450929062441,0.441569218503058,85.9831987708204,89.9831987708204,4,"Failure: manipulation near cutoff",0.444450929062441,0,1,89.9831987708204
112,1.84904801193625,-0.610753070894037,84.7195457493674,88.7195457493674,4,"Failure: manipulation near cutoff",1.84904801193625,0,1,88.7195457493674
113,-0.606928248889744,1.73758471612489,78.4938027976718,82.4938027976718,4,"Failure: manipulation near cutoff",-0.606928248889744,0,0,78.4938027976718
114,-0.996034437557682,-1.72141674168618,70.3126691891918,74.3126691891918,4,"Failure: manipulation near cutoff",-0.996034437557682,0,0,70.3126691891918
115,1.56220626900904,-1.35285082893967,79.8153511792269,83.8153511792269,4,"Failure: manipulation near cutoff",1.56220626900904,0,1,83.8153511792269
116,0.808944771997631,-0.583350956172266,76.9379868101388,80.9379868101388,4,"Failure: manipulation near cutoff",0.808944771997631,0,1,80.9379868101388
117,-0.326792488340288,-0.635506527025686,67.9711248180563,71.9711248180563,4,"Failure: manipulation near cutoff",-0.326792488340288,0,0,67.9711248180563
118,1.75825165584683,1.71992760731027,90.9596449123078,94.9596449123078,4,"Failure: manipulation near cutoff",1.75825165584683,0,1,94.9596449123078
119,-0.540830610552803,-2.45722092599002,62.3897933653461,66.3897933653461,4,"Failure: manipulation near cutoff",-0.540830610552803,0,0,62.3897933653461
120,1.07307451311499,0.683191834880323,80.7811036864936,84.7811036864936,4,"Failure: manipulation near cutoff",1.07307451311499,0,1,84.7811036864936
121,1.73819930059835,-0.979765646941147,82.8072606362285,86.8072606362285,4,"Failure: manipulation near cutoff",1.73819930059835,0,1,86.8072606362285
122,-1.55889700283296,1.56004905393066,70.2373821669431,74.2373821669431,4,"Failure: manipulation near cutoff",-1.55889700283296,0,0,70.2373821669431
123,1.29768474493176,-0.452136838933323,76.9553749216886,80.9553749216886,4,"Failure: manipulation near cutoff",1.29768474493176,0,1,80.9553749216886
124,-0.996147681726143,-1.17033926154332,69.1864493137023,73.1864493137023,4,"Failure: manipulation near cutoff",-0.996147681726143,0,0,69.1864493137023
125,-0.468507675686851,-0.0384118216625476,70.5679997852529,74.5679997852529,4,"Failure: manipulation near cutoff",-0.468507675686851,0,0,70.5679997852529
126,-0.923620252870023,0.245283329075964,75.5789274053522,79.5789274053522,4,"Failure: manipulation near cutoff",-0.923620252870023,0,0,75.5789274053522
127,-2.40837923949584,1.49907610331003,73.5879025071301,77.5879025071301,4,"Failure: manipulation near cutoff",-2.40837923949584,0,0,73.5879025071301
128,0.570747016463429,-0.482515531054215,77.4721288994317,81.4721288994317,4,"Failure: manipulation near cutoff",0.570747016463429,0,1,81.4721288994317
129,-1.80610546260141,0.655371275682647,67.221183874107,71.221183874107,4,"Failure: manipulation near cutoff",-1.80610546260141,0,0,67.221183874107
130,1.49317804723978,-1.52886341045955,83.7520505578577,87.7520505578577,4,"Failure: manipulation near cutoff",1.49317804723978,0,1,87.7520505578577
131,1.04028714122251,1.83898346642949,83.6098978353442,87.6098978353442,4,"Failure: manipulation near cutoff",1.04028714122251,0,1,87.6098978353442
132,2.32563136261888,0.0918646015713178,89.5562032155067,93.5562032155067,4,"Failure: manipulation near cutoff",2.32563136261888,0,1,93.5562032155067
133,1.13696395186707,0.095636349154138,81.2679473110313,85.2679473110313,4,"Failure: manipulation near cutoff",1.13696395186707,0,1,85.2679473110313
134,1.69107765192166,-1.00274794260652,78.7792338929185,82.7792338929185,4,"Failure: manipulation near cutoff",1.69107765192166,0,1,82.7792338929185
135,0.990484482608736,0.148344007393555,83.4997353654529,87.4997353654529,4,"Failure: manipulation near cutoff",0.990484482608736,0,1,87.4997353654529
136,2.42957376758568,0.885809163604816,95.2597633655103,99.2597633655103,4,"Failure: manipulation near cutoff",2.42957376758568,0,1,99.2597633655103
137,0.891555136768147,-0.173711883204194,79.0109179693102,83.0109179693102,4,"Failure: manipulation near cutoff",0.891555136768147,0,1,83.0109179693102
138,-0.901394678512588,-0.150877119429524,68.5646132453595,72.5646132453595,4,"Failure: manipulation near cutoff",-0.901394678512588,0,0,68.5646132453595
139,-0.670386180281639,0.536824507689905,76.6566372870305,80.6566372870305,4,"Failure: manipulation near cutoff",-0.670386180281639,0,0,76.6566372870305
140,-1.62962255417369,-0.328090986388797,70.9646224938449,74.9646224938449,4,"Failure: manipulation near cutoff",-1.62962255417369,0,0,70.9646224938449
141,1.42539369873703,-0.411394208314313,86.4068394880209,90.4068394880209,4,"Failure: manipulation near cutoff",1.42539369873703,0,1,90.4068394880209
142,2.2640369751025,-0.581050909060763,87.9286698965506,91.9286698965506,4,"Failure: manipulation near cutoff",2.2640369751025,0,1,91.9286698965506
143,2.12170551298186,1.28185529981187,91.9244944554381,95.9244944554381,4,"Failure: manipulation near cutoff",2.12170551298186,0,1,95.9244944554381
144,2.330150983762,0.965722707802071,92.2048656014276,96.2048656014276,4,"Failure: manipulation near cutoff",2.330150983762,0,1,96.2048656014276
145,0.881502057891339,-0.457799417042871,76.8932821794049,80.8932821794049,4,"Failure: manipulation near cutoff",0.881502057891339,0,1,80.8932821794049
146,-0.971192021388561,1.40490295561042,74.3744433076879,78.3744433076879,4,"Failure: manipulation near cutoff",-0.971192021388561,0,0,74.3744433076879
147,-0.245810118503869,0.489173561115131,72.7722635614537,76.7722635614537,4,"Failure: manipulation near cutoff",-0.245810118503869,0,0,72.7722635614537
148,2.28260689182207,-0.395070974579373,92.4701222629092,96.4701222629092,4,"Failure: manipulation near cutoff",2.28260689182207,0,1,96.4701222629092
149,-0.330752746667713,0.899399752683832,71.5230281578483,75.5230281578483,4,"Failure: manipulation near cutoff",-0.330752746667713,0,0,71.5230281578483
150,-2.06615380593576,1.67250257209987,71.6111950594559,75.6111950594559,4,"Failure: manipulation near cutoff",-2.06615380593576,0,0,71.6111950594559
151,-2.41868728888221,0.358484134640173,65.8982105180042,69.8982105180042,4,"Failure: manipulation near cutoff",-2.41868728888221,0,0,65.8982105180042
152,-2.21807281952351,0.554115976773668,68.7601052148291,72.7601052148291,4,"Failure: manipulation near cutoff",-2.21807281952351,0,0,68.7601052148291
153,1.03389566880651,2.1447730069961,84.3560670387855,88.3560670387855,4,"Failure: manipulation near cutoff",1.03389566880651,0,1,88.3560670387855
154,-0.313959742197767,-0.393312063239056,70.9111100817486,74.9111100817486,4,"Failure: manipulation near cutoff",-0.313959742197767,0,0,70.9111100817486
155,-1.67104401509278,-0.126175832940386,61.6053213517047,65.6053213517047,4,"Failure: manipulation near cutoff",-1.67104401509278,0,0,61.6053213517047
156,-1.77362737595104,0.589838249854688,65.9740219505768,69.9740219505768,4,"Failure: manipulation near cutoff",-1.77362737595104,0,0,65.9740219505768
157,1.31891976809129,-1.27086743576928,78.677489192517,82.677489192517,4,"Failure: manipulation near cutoff",1.31891976809129,0,1,82.677489192517
158,-0.729356388328597,1.93873603695322,70.6864329702567,74.6864329702567,4,"Failure: manipulation near cutoff",-0.729356388328597,0,0,70.6864329702567
159,0.720785172889009,0.16444367921908,72.965202301829,76.965202301829,4,"Failure: manipulation near cutoff",0.720785172889009,0,1,76.965202301829
160,0.776849951362237,0.162731746994173,87.2658001581807,91.2658001581807,4,"Failure: manipulation near cutoff",0.776849951362237,0,1,91.2658001581807
161,2.06397117231973,0.114805303358912,85.9962303661495,89.9962303661495,4,"Failure: manipulation near cutoff",2.06397117231973,0,1,89.9962303661495
162,-1.55581570696086,1.97641964318088,76.3489800753873,80.3489800753873,4,"Failure: manipulation near cutoff",-1.55581570696086,0,0,76.3489800753873
163,-2.2799801279325,0.684306060183357,64.2737374099165,68.2737374099165,4,"Failure: manipulation near cutoff",-2.2799801279325,0,0,64.2737374099165
164,1.45020371186547,-0.856325623796258,84.8940906232378,88.8940906232378,4,"Failure: manipulation near cutoff",1.45020371186547,0,1,88.8940906232378
165,-0.841468415455893,-1.26887123664647,62.7642167251952,66.7642167251952,4,"Failure: manipulation near cutoff",-0.841468415455893,0,0,62.7642167251952
166,0.442025795346126,0.501193792866583,79.6646995170946,83.6646995170946,4,"Failure: manipulation near cutoff",0.442025795346126,0,1,83.6646995170946
167,0.494708297774196,-0.105570542475296,76.8424702991248,80.8424702991248,4,"Failure: manipulation near cutoff",0.494708297774196,0,1,80.8424702991248
168,-0.722114800009876,-0.240477930838075,74.7798741074727,78.7798741074727,4,"Failure: manipulation near cutoff",-0.722114800009876,0,0,74.7798741074727
169,2.24382263724692,-0.572926176627602,86.9521008111519,90.9521008111519,4,"Failure: manipulation near cutoff",2.24382263724692,0,1,90.9521008111519
170,-1.28880950156599,-0.842440079541805,69.3006904897704,73.3006904897704,4,"Failure: manipulation near cutoff",-1.28880950156599,0,0,69.3006904897704
171,-1.95182017167099,0.406567389654306,69.7418342790261,73.7418342790261,4,"Failure: manipulation near cutoff",-1.95182017167099,0,0,69.7418342790261
172,-1.51942269178107,1.39525504137252,67.7471072653852,71.7471072653852,4,"Failure: manipulation near cutoff",-1.51942269178107,0,0,67.7471072653852
173,2.28320614085533,1.63424925047895,92.9437147840847,96.9437147840847,4,"Failure: manipulation near cutoff",2.28320614085533,0,1,96.9437147840847
174,0.917629062896594,-1.42315470375747,81.5175569658619,85.5175569658619,4,"Failure: manipulation near cutoff",0.917629062896594,0,1,85.5175569658619
175,1.50770166073926,1.31187902579203,89.7220299613655,93.7220299613655,4,"Failure: manipulation near cutoff",1.50770166073926,0,1,93.7220299613655
176,-1.19687642203644,0.552873852860369,67.8680238598542,71.8680238598542,4,"Failure: manipulation near cutoff",-1.19687642203644,0,0,67.8680238598542
177,0.708874162519351,-0.957019947093103,73.5477474243989,77.5477474243989,4,"Failure: manipulation near cutoff",0.708874162519351,0,1,77.5477474243989
178,1.06982832890935,-2.15316811401395,77.7971958412621,81.7971958412621,4,"Failure: manipulation near cutoff",1.06982832890935,0,1,81.7971958412621
179,1.38164489530027,-0.699312188590721,82.4619259019388,86.4619259019388,4,"Failure: manipulation near cutoff",1.38164489530027,0,1,86.4619259019388
180,0.426465610507876,-0.160424295276709,68.6063426698964,72.6063426698964,4,"Failure: manipulation near cutoff",0.426465610507876,0,1,72.6063426698964
181,-0.37877909373492,0.0525333735277626,78.4135302833427,82.4135302833427,4,"Failure: manipulation near cutoff",-0.37877909373492,0,0,78.4135302833427
182,1.33991255541332,-1.54258230735574,83.9171276981004,87.9171276981004,4,"Failure: manipulation near cutoff",1.33991255541332,0,1,87.9171276981004
183,-2.019300108077,0.237829055386352,75.2053492113792,79.2053492113792,4,"Failure: manipulation near cutoff",-2.019300108077,0,0,75.2053492113792
184,0.367926408071071,0.443607193334412,79.007833545345,83.007833545345,4,"Failure: manipulation near cutoff",0.367926408071071,0,1,83.007833545345
185,-1.98091558297165,-0.182729963333843,67.247011989581,71.247011989581,4,"Failure: manipulation near cutoff",-1.98091558297165,0,0,67.247011989581
186,0.556374884909019,1.57934921314136,85.8446795343774,89.8446795343774,4,"Failure: manipulation near cutoff",0.556374884909019,0,1,89.8446795343774
187,-0.492996945977211,-1.69659945444499,73.4941362146904,77.4941362146904,4,"Failure: manipulation near cutoff",-0.492996945977211,0,0,73.4941362146904
188,2.11018898990005,0.215668346958808,94.810991166261,98.810991166261,4,"Failure: manipulation near cutoff",2.11018898990005,0,1,98.810991166261
189,1.88603207468987,-1.68365510041491,82.2393134839608,86.2393134839608,4,"Failure: manipulation near cutoff",1.88603207468987,0,1,86.2393134839608
190,2.0184082374908,0.875171090216974,91.0829494699768,95.0829494699768,4,"Failure: manipulation near cutoff",2.0184082374908,0,1,95.0829494699768
