"municipality_id","year","area","population","population_log","population_log_squared","elderly_share","population_density","log_population_density","pm10","elderly_pm10","hospital","unobserved_risk","year_centered","ordinary_mortality","previous_year_mortality","true_pandemic_effect","reporting_shock","observed_mortality_ideal","observed_mortality_failure","historical_average_prediction","scenario","observed_mortality","selected_ml_method","mlcm_prediction","intuitive_excess","mlcm_excess","true_excess","non_pandemic_shock","intuitive_error","mlcm_error","true_no_pandemic_mortality"
17,2020,"Center",6628,8.79910823977861,77.4243058153399,31.633656954978,228.821698353811,5.4329430904715,27.5263100522006,870.757849427675,1,0.857702848510357,5,32.0925105248977,32.5089518206166,6.13919226843715,1,38.2317027933349,39.2317027933349,31.9495727658771,"Ideal: pandemic shock only",38.2317027933349,"Random forest",32.1606052342511,6.28213002745776,6.07109755908378,6.13919226843715,0,0.142937759020613,-0.0680947093533657,32.0925105248977
18,2020,"Center",9536,9.16284538768411,83.957735598604,21.6560360556492,107.322095596264,4.67583455198124,23.0590144434687,499.366848195495,1,0.190456751900787,5,27.6483854395657,26.8765062839497,4.72894327689976,1,32.3773287164655,33.3773287164655,26.2078486869263,"Ideal: pandemic shock only",32.3773287164655,"Random forest",26.7432854008288,6.1694800295392,5.63404331563662,4.72894327689976,0,1.44053675263945,0.905100038736865,27.6483854395657
19,2020,"North East",600,5.98467535142645,35.8163390619713,17.7943905018863,72.7233808011914,4.28666293945401,23.035829456374,409.908544881574,0,0.0605462911258852,5,24.297616675145,23.3304830776877,9.3025393168892,0,33.6001559920342,33.6001559920342,23.6898778749618,"Ideal: pandemic shock only",33.6001559920342,"Random forest",23.6173666920324,9.91027811707234,9.98278930000173,9.3025393168892,0,0.607738800183135,0.680249983112525,24.297616675145
20,2020,"North West",6085,8.7135303524629,75.9256112032922,25.7604526501476,620.454507927329,6.43045228677136,27.3097708223983,703.512058156774,0,-0.038340829443112,5,30.4594082930421,30.3351230932505,16.4779820488196,0,46.9373903418617,46.9373903418617,29.4406028230593,"Ideal: pandemic shock only",46.9373903418617,"Random forest",29.3469079079788,17.4967875188024,17.5904824338829,16.4779820488196,0,1.0188054699828,1.1125003850633,30.4594082930421
21,2020,"South and Islands",1562,7.35384027479482,54.0789667871944,23.6964633227008,144.237043000694,4.9714580781351,17.5637912557815,416.1997353002,0,-0.972043929353759,5,25.8179833261977,24.0317989601232,1.56872465313732,3,27.386707979335,30.386707979335,24.3186509872065,"Ideal: pandemic shock only",27.386707979335,"Random forest",25.0151749352983,3.06805699212855,2.37153304403675,1.56872465313732,0,1.49933233899123,0.802808390899421,25.8179833261977
22,2020,"North West",4644,8.4433875221435,71.2907928490886,24.4131054234423,163.897007989858,5.09923823048772,23.3468927456246,569.970153908735,0,-0.560667819054107,5,27.9396926161403,27.6674555299743,16.0523723885079,0,43.9920650046482,43.9920650046482,27.8565780322222,"Ideal: pandemic shock only",43.9920650046482,"Random forest",28.1006853906796,16.135486972426,15.8913796139686,16.0523723885079,0,0.0831145839180643,-0.160992774539306,27.9396926161403
23,2020,"South and Islands",1043,6.94962893508659,48.2973423353927,18.3975252630413,38.7365646257476,3.65678397634276,17.5004420113867,321.964824018875,0,-0.593287985774852,5,21.96472530098,22.0175716479654,0.981407019467138,3,22.9461323204471,25.9461323204471,22.1310122144321,"Ideal: pandemic shock only",22.9461323204471,"Random forest",22.2092874930029,0.815120106015016,0.736844827444187,0.981407019467138,0,-0.166286913452123,-0.244562192022951,21.96472530098
24,2020,"North West",600,6.3613747814852,40.4670891105159,22.5553625864567,135.745064317646,4.91077859953535,26.020059753315,586.891882257288,1,1.37586682080604,5,29.6591552367492,30.6256825927484,16.0351423669778,0,45.694297603727,45.694297603727,29.3890534997413,"Ideal: pandemic shock only",45.694297603727,"Random forest",29.9956879330241,16.3052441039857,15.6986096707029,16.0351423669778,0,0.270101737007906,-0.33653269627494,29.6591552367492
25,2020,"Center",2397,7.78191620176788,60.5582197713374,26.1461810896943,305.807035243869,5.72295429925999,24.2356869827863,633.670660685076,0,-0.0794079682069027,5,30.1806664727763,28.4201520762445,5.30522630839694,1,35.4858927811732,36.4858927811732,27.3533382704291,"Ideal: pandemic shock only",35.4858927811732,"Random forest",28.3384389364443,8.13255451074413,7.14745384472893,5.30522630839694,0,2.82732820234719,1.84222753633199,30.1806664727763
26,2020,"North East",600,6.32659865095325,40.0258504902435,23.9818184484714,199.988892091285,5.29826182546209,32.6616708352221,783.286260194031,1,-1.95852782318052,5,27.1429261533424,26.3764840958743,10.6569652875329,0,37.7998914408753,37.7998914408753,26.6460815267482,"Ideal: pandemic shock only",37.7998914408753,"Random forest",27.278820550833,11.1538099141271,10.5210708900423,10.6569652875329,0,0.496844626594138,-0.135894397490629,27.1429261533424
27,2020,"North West",4005,8.29534109131844,68.8126838213163,23.6846137987644,80.6529238334538,4.39015505727371,34.5068453646383,817.281305875141,0,-0.744339009798601,5,28.0617139517882,27.8511180682801,16.7534349931243,0,44.8151489449125,44.8151489449125,26.8206889538213,"Ideal: pandemic shock only",44.8151489449125,"Random forest",27.4930079537788,17.9944599910911,17.3221409911337,16.7534349931243,0,1.24102499796683,0.56870599800936,28.0617139517882
28,2020,"South and Islands",699,6.54961214141303,42.897419202945,24.0414938212618,184.853351824468,5.21956281789051,18.2378311089385,438.464703918761,1,1.57709601490865,5,29.534127011403,28.4950372503885,1.65386079770002,3,31.187987809103,34.187987809103,27.4868669650193,"Ideal: pandemic shock only",31.187987809103,"Random forest",27.876624096904,3.70112084408373,3.31136371219906,1.65386079770002,0,2.04726004638371,1.65750291449904,29.534127011403
29,2020,"North West",2781,7.93073657017128,62.8965825454522,26.8873376687386,134.452038775698,4.90120754642064,24.4214566643192,656.627951696018,0,0.231054267069112,5,28.5923084272468,28.646295523286,16.3997574097991,0,44.9920658370459,44.9920658370459,29.2938099573291,"Ideal: pandemic shock only",44.9920658370459,"Random forest",29.1462468937833,15.6982558797169,15.8458189432627,16.3997574097991,0,-0.701501530082261,-0.553938466536465,28.5923084272468
30,2020,"North East",1994,7.59795320098669,57.7288928443839,24.9156757595317,534.160736171553,6.28069679773414,33.1774610626878,826.638862362418,0,-0.655807374768553,5,29.873362128388,28.9576706670831,10.7957949076722,0,40.6691570360602,40.6691570360602,27.749656049087,"Ideal: pandemic shock only",40.6691570360602,"Random forest",28.8953899968194,12.9195009869732,11.7737670392409,10.7957949076722,0,2.12370607930107,0.977972131568691,29.873362128388
31,2020,"Center",14472,9.57998362827982,91.7760863181093,20.3697345111264,556.457784115451,6.3215913082073,18.1588653436054,369.891266072536,1,-1.32569984692357,5,24.7107460542715,23.4831039417736,4.24443967001181,1,28.9551857242833,29.9551857242833,24.1482434587029,"Ideal: pandemic shock only",28.9551857242833,"Random forest",24.0090155999352,4.80694226558038,4.94617012434807,4.24443967001181,0,0.562502595568566,0.701730454336256,24.7107460542715
32,2020,"North East",814,6.70250980529942,44.9236376901348,23.2168934875255,62.235919427723,4.13093231582695,33.8534623022005,785.972228454151,1,-1.16546688392993,5,26.8920769835591,27.5112145174626,10.6562489445174,0,37.5483259280765,37.5483259280765,26.5806155145597,"Ideal: pandemic shock only",37.5483259280765,"Random forest",27.3127985052973,10.9677104135167,10.2355274227792,10.6562489445174,0,0.311461468999367,-0.42072152173821,26.8920769835591
33,2020,"South and Islands",2521,7.83230789705924,61.3450469943365,21.272603350237,162.348653437373,5.08974620431903,25.3698605040185,539.68297955283,0,-0.214041581761554,5,25.2449703747174,25.1866561069625,1.8485249035429,3,27.0934952782603,30.0934952782603,24.4626466038811,"Ideal: pandemic shock only",27.0934952782603,"Random forest",25.181432074881,2.63084867437917,1.91206320337929,1.8485249035429,0,0.782323770836266,0.0635382998363867,25.2449703747174
34,2020,"Center",5757,8.65822041648686,74.9647807804699,26.547876526223,97.1997121899022,4.57676775045277,24.238281964256,643.474916794847,0,1.16858123468384,5,28.741987092674,29.1328654334536,5.34959445511799,1,34.091581547792,35.091581547792,28.1743313501414,"Ideal: pandemic shock only",34.091581547792,"Random forest",29.0102368643085,5.91725019765058,5.08134468348349,5.34959445511799,0,0.567655742532596,-0.268249771634499,28.741987092674
35,2020,"North West",6006,8.70043581923168,75.6975834445696,25.8806137425296,63.129211198238,4.14518359742167,29.9325296442137,774.67223805871,0,-0.995619376913875,5,27.4630262317772,27.2500557753151,16.6747928865087,0,44.137819118286,44.137819118286,26.8257495223851,"Ideal: pandemic shock only",44.137819118286,"Random forest",27.502117834311,17.3120695959008,16.635701283975,16.6747928865087,0,0.63727670939209,-0.0390916025337376,27.4630262317772
36,2020,"North East",2415,7.78956496381199,60.6773223254473,27.1005883443778,406.182203015424,6.00680183483201,26.1814960895672,709.533947763297,0,-0.571398288629317,5,29.3656982985087,28.3791566042879,10.5464177438868,0,39.9121160423955,39.9121160423955,28.8671592898681,"Ideal: pandemic shock only",39.9121160423955,"Random forest",29.2849520420622,11.0449567525274,10.6271640003332,10.5464177438868,0,0.498539008640611,0.0807462564464405,29.3656982985087
37,2020,"South and Islands",3361,8.11995854916113,65.9337268400949,25.172163606762,42.1954274267225,3.74231186035416,22.3363675654493,562.254698738261,1,0.151528772471403,5,26.0105385657513,26.9339253812973,2.0651320260608,3,28.0756705918121,31.0756705918121,26.1567478782746,"Ideal: pandemic shock only",28.0756705918121,"Random forest",26.8926117570155,1.91892271353746,1.18305883479661,2.0651320260608,0,-0.146209312523344,-0.882073191264191,26.0105385657513
38,2020,"Center",4615,8.43708166883491,71.1843470865901,24.8738330000967,76.5060385739012,4.33736967332379,18.3255887588546,455.827634416199,0,1.78961638049566,5,28.2362284890467,27.6468979584763,4.75156114286599,1,32.9877896319127,33.9877896319127,27.2026893933668,"Ideal: pandemic shock only",32.9877896319127,"Random forest",27.1112936475886,5.78510023854587,5.87649598432411,4.75156114286599,0,1.03353909567988,1.12493484145812,28.2362284890467
39,2020,"South and Islands",1546,7.3431083485808,53.9212402189971,22.2008359714137,45.0606622223964,3.80800963135408,14.9398538140329,331.677243962245,0,-0.186570669818089,5,24.4791838594324,23.7774063226948,1.22053002357335,3,25.6997138830057,28.6997138830057,23.5607897965004,"Ideal: pandemic shock only",25.6997138830057,"Random forest",23.8811159925774,2.1389240865053,1.81859789042836,1.22053002357335,0,0.918394062931952,0.598067866855015,24.4791838594324
40,2020,"North West",3039,8.01920759064866,64.3076903819171,28.1806931368305,41.8719615998538,3.73461642870325,28.6997512066927,808.778881859187,0,-0.205467851230267,5,29.4157582998561,29.5596685074581,16.8415071292554,0,46.2572654291115,46.2572654291115,28.3475826390881,"Ideal: pandemic shock only",46.2572654291115,"Random forest",29.6372167524214,17.9096827900234,16.62004867669,16.8415071292554,0,1.06817566076799,-0.221458452565336,29.4157582998561
41,2020,"North West",23817,10.0781556093553,101.56922048638,25.7867033484373,161.14082798388,5.08227869062479,27.0775278750602,698.24017872322,1,-1.36486111203693,5,27.7188190081461,27.4767000625557,16.4646126193179,0,44.183431627464,44.183431627464,27.4614628000065,"Ideal: pandemic shock only",44.183431627464,"Random forest",27.6893865370791,16.7219688274574,16.4940450903849,16.4646126193179,0,0.257356208139576,0.0294324710670146,27.7188190081461
42,2020,"Center",711,6.56638392919163,43.1173979055461,26.6908148938294,74.3092592255678,4.30823556341518,26.336941440211,702.954428850296,0,2.20923952263251,5,30.3742104851396,28.9922969810124,5.51222383887154,1,35.8864343240111,36.8864343240111,29.2364510550367,"Ideal: pandemic shock only",35.8864343240111,"Random forest",29.0691993840633,6.64998326897442,6.81723493994788,5.51222383887154,0,1.13775943010289,1.30501110107635,30.3742104851396
43,2020,"North East",7806,8.9626128566475,80.328429218143,29.2698032796982,425.996163325195,6.05443033994993,28.7845882144044,842.519234522737,0,0.519204036426713,5,32.0883075599193,30.4786372071201,10.9672478355106,0,43.05555539543,43.05555539543,30.0949649293387,"Ideal: pandemic shock only",43.05555539543,"Random forest",30.281673030089,12.9605904660912,12.773882365341,10.9672478355106,0,1.9933426305806,1.80663452983037,32.0883075599193
44,2020,"Center",1398,7.24311825541548,52.462762061933,20.1681130763592,40.5577994060289,3.70272810253564,25.8044523120853,520.427112103655,0,-0.612898951154699,5,23.6716185058151,23.379956541825,4.75745239998102,1,28.4290709057961,29.4290709057961,23.3592310492245,"Ideal: pandemic shock only",28.4290709057961,"Random forest",24.0075402721606,5.06983985657165,4.42153063363553,4.75745239998102,0,0.312387456590639,-0.335921766345488,23.6716185058151
45,2020,"Center",1280,7.154477941112,51.1865546098583,18.3651169361189,154.183157866144,5.03814123250605,23.0869178847309,423.993946647659,1,1.98373683378401,5,27.8542724038054,27.1519964053094,4.36889541463978,1,32.2231678184452,33.2231678184452,26.4775998227095,"Ideal: pandemic shock only",32.2231678184452,"Random forest",26.5919682727235,5.74556799573569,5.63119954572168,4.36889541463978,0,1.37667258109592,1.26230413108191,27.8542724038054
46,2020,"South and Islands",600,6.02291609341112,36.2755182682707,23.2112323232754,77.9598910942318,4.35619447769421,19.9932327367465,464.067569945938,0,-0.882707755644959,5,24.9888098891073,25.2517470135005,1.68541014686808,3,26.6742200359754,29.6742200359754,24.0320741286376,"Ideal: pandemic shock only",26.6742200359754,"Random forest",24.8528288044289,2.64214590733778,1.82139123154652,1.68541014686808,0,0.956735760469696,0.135981084678443,24.9888098891073
47,2020,"Center",946,6.85177719545865,46.9468507362072,22.9518277120063,108.294839757013,4.68485750519875,23.126067336656,530.785513167186,0,-0.368819052229961,5,24.2155445419809,25.6202173492539,4.87617406162215,1,29.0917186036031,30.0917186036031,25.2369127686596,"Ideal: pandemic shock only",29.0917186036031,"Random forest",25.6721949013591,3.85480583494344,3.41952370224391,4.87617406162215,0,-1.0213682266787,-1.45665035937824,24.2155445419809
48,2020,"South and Islands",1549,7.34544062429826,53.9554979650913,23.5884241246397,166.06552641667,5.11238244791803,21.6651585810655,511.04694933775,0,0.125708417881826,5,27.1602826018872,25.8243125813028,1.84393605412048,3,29.0042186560077,32.0042186560077,25.8703167177872,"Ideal: pandemic shock only",29.0042186560077,"Random forest",25.8438022637804,3.13390193822048,3.16041639222726,1.84393605412048,0,1.2899658841,1.31648033810678,27.1602826018872
49,2020,"North West",21015,9.9530071571072,99.0623514694272,21.6291554597878,227.640328659716,5.4277668775035,29.5843629390545,639.884785187595,1,-0.371633395853726,5,26.4996532352652,28.4322007940002,16.182760806046,0,42.6824140413112,42.6824140413112,27.4156146930293,"Ideal: pandemic shock only",42.6824140413112,"Random forest",28.3919676935808,15.2667993482819,14.2904463477304,16.182760806046,0,-0.91596145776407,-1.89231445831564,26.4996532352652
50,2020,"Center",2329,7.75336890546237,60.1147293841907,19.9421067462938,217.459710708841,5.38201359524977,17.0237400347994,339.489240995124,0,1.59698746022642,5,27.4224712410566,26.0567517282104,4.1179418442638,1,31.5404130853204,32.5404130853204,25.9766490278029,"Ideal: pandemic shock only",31.5404130853204,"Random forest",26.1485331651878,5.56376405751758,5.3918799201326,4.1179418442638,0,1.44582221325378,1.2739380758688,27.4224712410566
51,2020,"South and Islands",600,6.25708366843188,39.1510960337569,25.9541477517168,36.9637373074192,3.60993735928642,13.7323125503478,356.410468904481,0,1.38358002987268,5,26.1334189622093,28.5364321276968,1.54886643094873,3,27.682285393158,30.682285393158,27.0567569920581,"Ideal: pandemic shock only",27.682285393158,"Random forest",27.4600872754014,0.625528401099899,0.222198117756623,1.54886643094873,0,-0.923338029848828,-1.3266683131921,26.1334189622093
52,2020,"North East",2852,7.95568555902247,63.2929327140386,18.6978849140877,331.720744102729,5.80429348274559,29.9293199793274,559.614980530371,0,-0.560440940307086,5,25.1784472055885,24.7013745384658,9.8844680388381,0,35.0629152444266,35.0629152444266,24.6146809232954,"Ideal: pandemic shock only",35.0629152444266,"Random forest",24.7357506649082,10.4482343211312,10.3271645795184,9.8844680388381,0,0.563766282293075,0.442696540680339,25.1784472055885
53,2020,"North East",2512,7.82893614905459,61.2922412259738,28.2144555161654,157.793617030879,5.06128795785272,34.4910099078203,973.145064751817,0,0.84043896473449,5,31.2260710886649,30.7809769624119,11.2506091000611,0,42.4766801887261,42.4766801887261,30.0659623631074,"Ideal: pandemic shock only",42.4766801887261,"Random forest",30.8674068305225,12.4107178256187,11.6092733582036,11.2506091000611,0,1.16010872555754,0.358664258142452,31.2260710886649
54,2020,"North West",1046,6.95261453172059,48.3388488266923,22.0772527609066,201.533972949786,5.30595796742239,39.1199042449553,863.660013998341,0,0.404904204619336,5,29.2505024946008,29.9438320684154,16.8995394005821,0,46.1500418951829,46.1500418951829,28.2639062181886,"Ideal: pandemic shock only",46.1500418951829,"Random forest",29.6441521798141,17.8861356769944,16.5058897153689,16.8995394005821,0,0.986596276412246,-0.393649685213248,29.2505024946008
55,2020,"Center",10535,9.26249186167236,85.7937554875466,17.3736792688644,152.01907181741,5.02400598545822,14.2745918469729,248.002180443253,1,0.380948323989116,5,24.64387471159,23.9548302391794,3.64297444859871,1,28.2868491601887,29.2868491601887,23.8106386711803,"Ideal: pandemic shock only",28.2868491601887,"Random forest",24.2531533194204,4.47621048900844,4.03369584076832,3.64297444859871,0,0.833236040409723,0.390721392169607,24.64387471159
56,2020,"North West",3669,8.20778061879011,67.3676626861866,18.790174250878,295.177585043671,5.6875771584195,31.5193505485285,592.254089081359,0,1.47702146868386,5,28.839852721698,27.3932605907934,16.0059220057291,0,44.8457747274271,44.8457747274271,27.5713112246372,"Ideal: pandemic shock only",44.8457747274271,"Random forest",27.5157125998387,17.2744635027899,17.3300621275884,16.0059220057291,0,1.26854149706081,1.32414012185924,28.839852721698
57,2020,"South and Islands",3034,8.01761693581971,64.282181329543,15.8264240247109,90.7841463809841,4.50848467103464,12,189.917088296531,1,-0.570562651597994,5,22.162148998278,22.0245850778483,0.313554942453735,3,22.4757039407318,25.4757039407318,21.3686092682606,"Ideal: pandemic shock only",22.4757039407318,"Random forest",21.7296236771943,1.10709467247118,0.746080263537461,0.313554942453735,0,0.793539730017443,0.432525321083726,22.162148998278
58,2020,"Center",2469,7.8114198506094,61.0182800824945,27.7670459018779,323.680820452348,5.77975790818003,14.8655586822988,412.772650288451,1,-0.114063003985155,5,28.2455990689158,28.0534436041181,4.82761245670302,1,33.0732115256188,34.0732115256188,27.9749686036282,"Ideal: pandemic shock only",33.0732115256188,"Random forest",28.3213534749673,5.09824292199059,4.75185805065146,4.82761245670302,0,0.270630465287572,-0.0757544060515647,28.2455990689158
59,2020,"North East",4355,8.37898933795752,70.2074623256058,28.6680760796735,13.0502829523994,2.56880981570985,21.8629690917742,626.769261250531,0,1.36103702332733,5,30.7396661841932,29.5027158905327,10.4165445049238,0,41.156210689117,41.156210689117,28.4725964413366,"Ideal: pandemic shock only",41.156210689117,"Random forest",29.1698340429548,12.6836142477804,11.9863766461622,10.4165445049238,0,2.26706974285661,1.56983214123836,30.7396661841932
60,2020,"South and Islands",3224,8.07825944494832,65.2582756598967,22.0434631408639,226.651504818956,5.42341361676017,19.0566189928074,420.073878357435,0,0.819848812939287,5,26.0227014793724,25.594553693195,1.49139257472707,3,27.5140940540995,30.5140940540995,25.5586607337001,"Ideal: pandemic shock only",27.5140940540995,"Random forest",25.8296100744553,1.95543332039941,1.68448397964422,1.49139257472707,0,0.464040745672341,0.193091404917149,26.0227014793724
61,2020,"South and Islands",13537,9.51320723340575,90.5011118657234,23.715203285316,76.6701021654376,4.33951183010464,16.1807472828605,383.729711121361,0,0.215311372633384,5,24.6191262082141,24.2847785597476,1.47397297092052,3,26.0930991791346,29.0930991791346,23.8031227975768,"Ideal: pandemic shock only",26.0930991791346,"Random forest",24.4691396138637,2.2899763815578,1.62395956527092,1.47397297092052,0,0.816003410637279,0.149986594350398,24.6191262082141
62,2020,"North West",3865,8.25975577911217,68.2235655305768,21.8100333690739,188.809482305363,5.24073847652523,30.5734622641382,666.808232188975,1,0.0437958488982893,5,26.9992247316325,30.602991506199,16.2718943288233,0,43.2711190604559,43.2711190604559,28.6370343516411,"Ideal: pandemic shock only",43.2711190604559,"Random forest",29.6669318722301,14.6340847088147,13.6041871882258,16.2718943288233,0,-1.63780962000862,-2.66770714059753,26.9992247316325
63,2020,"North East",771,6.64758913097971,44.1904412543195,19.7149957813878,207.470320623291,5.33498829629977,29.6744847713571,585.03234208216,0,1.16916217446322,5,28.2117243642977,29.0911526686375,9.97851176968318,0,38.1902361339809,38.1902361339809,27.5190249889593,"Ideal: pandemic shock only",38.1902361339809,"Random forest",28.1159366202122,10.6712111450216,10.0742995137687,9.97851176968318,0,0.692699375338444,0.0957877440854862,28.2117243642977
